,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag
6419,K05774.01,0,1.0,1.21374744,96.19,2441.0,69.51,0.831,185130.0,5.79293,2.3751,0.544103,6791.0,1.619,1.32,-0.24,4.137,47.228271,10.811
6422,K05777.01,0,1.0,372.30881,2.09,249.0,89.95,0.1243,535.2,3.874,744.1,0.021177,5966.0,0.904,0.987,-0.2,4.519,47.291889,14.866
6423,K05778.01,0,1.0,454.244158,2.93,356.0,89.95,0.0033,241.0,3.399,1035.6,0.014333,6446.0,1.874,1.103,-0.52,3.935,47.221966,12.055
6424,K05779.01,0,1.0,112.48226,1.37,386.0,89.95,0.5181,195.7,1.923,389.0,0.013207,6089.0,0.95,1.031,-0.18,4.495,47.223492,13.725
6425,K05401.01,0,1.0,229.948531,1.09,301.0,89.95,0.35,154.2,1.813,920.0,0.011607,6225.0,0.861,0.931,-0.62,4.537,43.20401,13.119
6426,K05403.01,0,1.0,2.41172358,50.53,1706.0,66.39,1.281,3364.7,2.6311,3.2,0.34742,6363.0,1.332,1.072,-0.24,4.22,43.21846,14.777
6428,K05527.01,0,1.0,209.06299275,72.26,329.0,89.79,0.823,250910.0,10.0389,226.85,0.64621,6130.0,1.024,1.005,-0.2,4.42,44.56221,14.174
6430,K05529.01,0,1.0,70.335879746,29.56,455.0,89.31,1.04,24418.0,4.65625,86.23,0.280184,6081.0,0.966,1.022,-0.18,4.478,44.549149,11.701
6431,K05530.01,0,1.0,591.37382,2.2,289.0,89.95,0.1609,245.0,4.35,1039.0,0.014498,6609.0,1.391,1.076,-0.48,4.183,44.553761,12.913
6432,K05531.01,0,1.0,559.28332,2.54,150.0,89.95,0.3058,1360.0,4.245,993.0,0.032776,4386.0,0.709,0.708,0.26,4.586,44.500278,15.669
6434,K05534.01,0,1.0,136.355967,1.42,380.0,89.95,0.6066,165.1,3.17,267.0,0.01228,6077.0,1.058,1.042,-0.06,4.408,44.67886,14.254
6436,K05655.01,0,1.0,532.9307,4.68,498.0,89.95,0.4579,181.4,3.89,946.0,0.012704,7872.0,3.373,2.068,-0.04,3.698,45.737091,13.103
6438,K05658.01,0,1.0,171.69799,39.78,878.0,89.95,0.2266,878.0,2.904,452.0,0.026632,5033.0,13.679,3.01,0.07,2.645,45.881748,13.318
6439,K05659.01,0,1.0,444.89411,4.7,386.0,89.95,0.2991,363.0,7.937,417.0,0.017657,6195.0,2.439,1.23,-0.42,3.753,45.863979,13.037
6441,K05661.01,0,1.0,229.86928,9.57,466.0,89.95,0.049,1659.0,12.91,140.9,0.037395,6065.0,2.344,1.162,-0.46,3.763,45.886761,13.868
6442,K05780.01,0,1.0,5.14108479,25.74,1038.0,18.43,1.225,611.2,25.93,1.291,0.250457,5893.0,0.941,1.033,0.0,4.505,47.251991,15.525
6444,K05784.01,0,1.0,40.1043796,1.5,591.0,89.95,0.2029,187.3,3.471,87.6,0.012604,6174.0,1.089,1.02,-0.16,4.374,47.474751,14.255
6445,K05786.01,0,1.0,30.114681501,56.45,639.0,88.61,1.046,87057.0,5.68713,43.225,0.495187,6273.0,1.044,1.099,-0.14,4.442,47.419579,14.482
6449,K05409.01,0,1.0,36.1826854,56.41,635.0,88.06,1.267,9471.7,4.2546,37.3,0.391033,5696.0,1.321,0.901,-0.16,4.151,43.302479,14.824
6452,K05412.01,0,1.0,472.2265706,48.18,217.0,89.95,0.876,156140.0,4.8732,922.9,0.523956,5763.0,0.842,0.937,-0.2,4.557,43.351089,15.911
6454,K05414.01,0,1.0,1.507099289,26.56,1448.0,31.33,1.265,1282.0,4.8361,1.481,0.303615,5762.0,0.801,0.892,-0.36,4.576,43.308979,15.542
6455,K05535.01,0,1.0,253.652263,1169.79,159.0,88.81,20.7849,26456.0,3.85,1315.0,19.948524,3960.0,0.537,0.553,-0.2,4.721,44.686989,15.921
6457,K05538.01,0,1.0,485.57785,2.18,187.0,89.95,0.5739,853.0,6.67,474.0,0.027518,5255.0,0.727,0.8,-0.28,4.616,44.6651,15.857
6459,K05540.01,0,1.0,643.4528,2.03,192.0,89.95,0.1952,585.1,9.346,527.6,0.021969,5649.0,0.845,0.93,-0.1,4.553,44.615559,14.984
6461,K05542.01,0,1.0,1.061934307,18.7,1696.0,23.33,1.181,264.8,3.211,1.286,0.197293,5853.0,0.868,0.961,-0.18,4.544,44.635181,14.286
6462,K05662.01,0,1.0,9.5497037,1.45,456.0,89.96,0.028,706.7,1.881,39.67,0.02333,3705.0,0.569,0.57,0.56,4.683,45.973461,15.467
6464,K05664.01,0,1.0,77.138911,3.39,406.0,87.89,0.981,603.3,7.229,26.7,0.03408,5778.0,0.911,1.028,0.07,4.531,45.9529,14.457
6467,K05667.01,0,1.0,0.536551592,12.88,2377.0,9.47,1.102,153.2,4.89,1.117,0.114871,6140.0,1.027,1.094,-0.04,4.455,45.953651,15.668
6468,K05669.01,0,1.0,130.110715,1.32,343.0,89.95,0.1883,251.9,2.227,445.0,0.014599,5960.0,0.828,0.91,-0.44,4.561,45.983459,14.241
6469,K05788.01,0,1.0,242.484764,1.58,283.0,89.95,0.1785,361.7,6.451,287.7,0.017505,6068.0,0.829,0.926,-0.5,4.568,47.420731,14.96
6472,K05791.01,0,1.0,385.593209,2.37,311.0,89.95,0.5548,282.9,2.799,896.0,0.01597,6205.0,1.358,1.05,-0.22,4.194,47.596931,13.927
6473,K05792.01,0,1.0,215.737826,8.71,231.0,89.63,0.916,8476.0,7.257,142.3,0.110112,4889.0,0.724,0.718,-0.16,4.574,47.526539,15.705
6474,K05793.01,0,1.0,507.48249,1.22,189.0,89.95,0.7261,232.1,8.19,336.0,0.015008,5227.0,0.744,0.701,-0.44,4.541,47.51762,12.941
6476,K05415.01,0,1.0,30.2111162,4.44,1033.0,89.95,0.0666,92.6,4.202,55.3,0.008594,5132.0,4.732,1.71,-0.06,3.321,43.350368,13.514
6477,K05416.01,1,1.0,76.377855,6.28,240.0,89.71,0.577,11004.0,4.809,113.4,0.098439,3869.0,0.584,0.587,0.21,4.674,43.411579,16.595
6478,K05417.01,0,1.0,55.249007325,60.79,496.0,89.59,0.785,205670.0,5.15147,109.49,0.550113,6063.0,1.012,1.117,0.07,4.476,43.47356,14.925
6480,K05419.01,0,1.0,22.52907,1.39,532.0,89.95,0.3668,327.1,1.373,118.9,0.016592,5284.0,0.769,0.855,-0.12,4.594,43.432331,15.607
6481,K05420.01,0,1.0,66.247851,16.67,925.0,89.95,0.2847,666.0,4.04,123.2,0.023423,5214.0,6.519,1.996,-0.26,3.109,43.48455,13.234
6482,K05421.01,0,1.0,370.91308,1.74,266.0,89.95,0.3443,270.3,17.655,153.3,0.015153,5892.0,1.054,0.985,-0.06,4.386,43.476749,13.648
6483,K05543.01,0,1.0,7.41505161,91.09,2815.0,84.45,0.979,937.0,2.061,10.13,0.045667,4989.0,18.266,3.366,0.07,2.442,44.69516,13.56
6484,K05544.01,0,1.0,2.742590902,176.4,1960.0,83.19,0.473,680400.0,10.4143,3.9898,0.947432,7072.0,1.705,1.428,-0.16,4.129,44.697262,16.267
6488,K05548.01,0,1.0,216.453511,2.91,274.0,89.95,0.0052,1137.0,3.321,513.0,0.030325,5385.0,0.878,0.81,-0.12,4.46,44.62812,15.638
6491,K05672.01,0,1.0,11.0153889,65.27,1047.0,84.54,1.287,3446.0,2.666,13.54,0.356193,5515.0,1.678,0.813,-0.62,3.899,45.950981,14.333
6492,K05674.01,0,1.0,231.521608,1.96,274.0,89.95,0.5303,478.7,2.819,547.0,0.020542,5695.0,0.872,0.971,-0.02,4.545,46.033482,14.821
6493,K05675.01,0,1.0,180.890384,2.47,480.0,89.95,0.3417,205.3,1.901,694.0,0.013431,7037.0,1.683,1.417,-0.16,4.136,46.094769,13.61
6494,K05676.01,0,1.0,60.0546149,5.24,694.0,89.95,0.3355,326.1,3.435,128.2,0.016457,5242.0,2.917,1.253,-0.28,3.606,46.051189,13.571
6497,K05797.01,0,1.0,2.037453129,136.3,2220.0,82.0,0.611,315910.0,5.43155,4.39013,0.607064,6456.0,2.056,1.244,-0.28,3.906,47.670906,12.22
6502,K05802.01,0,1.0,35.164087,62.03,756.0,42.34,1.227,1528.9,86.05,1.66,0.272181,5485.0,2.087,1.049,-0.26,3.82,47.703018,13.945
6505,K05427.01,0,1.0,0.533000886,40.94,2429.0,44.35,1.271,4398.5,1.54684,1.778,0.352317,5934.0,1.064,0.885,-0.36,4.331,43.587891,15.042
6506,K05430.01,0,1.0,99.97889,1.84,463.0,89.95,0.3044,117.9,8.76,84.0,0.009775,5229.0,1.725,1.048,0.42,3.985,43.59108,13.255
6507,K05551.01,0,1.0,374.71687,5.56,259.0,87.09,0.985,1126.2,52.986,19.763,0.050441,5768.0,1.009,0.881,-0.22,4.375,44.751789,14.012
6511,K05555.01,0,1.0,42.070868,1.82,469.0,89.95,0.2878,386.2,1.293,243.0,0.017817,5197.0,0.938,0.847,0.22,4.422,44.74918,14.887
6513,K05557.01,0,1.0,401.73243,2.88,307.0,89.95,0.0839,366.4,1.535,2026.9,0.017514,5938.0,1.504,1.086,0.04,4.12,44.889378,13.458
6514,K05558.01,0,1.0,428.1186,2.18,260.0,89.95,0.1377,443.8,6.56,504.0,0.019378,6225.0,1.031,1.091,-0.12,4.45,44.85244,15.26
6515,K05678.01,0,1.0,37.3683802,10.58,1075.0,89.38,0.8375,206.6,2.8,58.5,0.015087,5101.0,6.422,2.123,0.1,3.15,46.058208,12.362
6516,K05679.01,0,1.0,615.81928,1.24,221.0,89.95,0.1794,168.0,14.93,314.0,0.011916,6120.0,0.955,1.024,-0.22,4.489,46.02248,13.027
6520,K05683.01,0,1.0,0.512581525,42.41,1541.0,78.92,0.505,384480.0,2.54719,2.6306,0.642973,4612.0,0.604,0.591,-0.6,4.648,46.016998,14.884
6523,K05804.01,0,1.0,1.42796645,39.76,1637.0,19.36,1.305,6012.3,12.8653,1.383,0.396232,6099.0,0.919,1.0,-0.28,4.511,47.767921,13.731
6530,K05436.01,0,1.0,28.297207229,54.15,713.0,88.26,1.227,23193.0,3.94247,40.3613,0.430819,6327.0,1.151,0.914,-0.64,4.277,43.529301,12.796
6531,K05438.01,0,1.0,412.227551,21.53,529.0,89.95,0.1894,819.5,4.303,738.0,0.025653,5079.0,7.684,2.042,-0.14,2.977,43.684608,13.926
6532,K05559.01,0,1.0,586.63177,1.18,189.0,89.95,0.0345,199.9,7.299,621.0,0.012636,5228.0,0.854,0.787,-0.06,4.471,44.879082,13.416
6533,K05560.01,0,1.0,364.95068,3.69,241.0,89.95,0.9571,824.0,0.636,1765.0,0.038256,5574.0,0.884,0.782,-0.36,4.438,44.815739,12.975
6534,K05562.01,0,1.0,438.00974,0.73,197.0,89.95,0.8575,79.2,11.46,155.5,0.009376,5260.0,0.717,0.68,-0.58,4.56,44.88612,11.504
6536,K05564.01,0,1.0,3.479508244,444.46,3167.0,66.61,1.252,3000.4,3.9097,3.15,0.322441,4630.0,12.623,1.588,-0.06,2.437,44.83062,10.565
6537,K05565.01,0,1.0,406.29695,1.85,315.0,89.95,0.4038,136.5,5.32,540.0,0.010847,6031.0,1.566,1.132,0.06,4.103,44.908718,12.011
6539,K05686.01,0,1.0,3.34465934,1.17,1559.0,89.89,0.005,57.6,10.796,2.456,0.006935,5966.0,1.551,1.028,-0.16,4.069,46.068039,13.596
6540,K05687.01,0,1.0,513.14417,1.3,208.0,89.95,0.5818,223.8,14.13,230.0,0.014181,5709.0,0.837,0.92,-0.18,4.557,46.139381,14.334
6544,K05691.01,0,1.0,13.0366377,2.23,1047.0,88.24,0.7039,154.6,3.184,22.77,0.012166,6084.0,1.677,1.046,-0.28,4.009,46.190578,13.543
6546,K05828.01,0,1.0,270.98477,11761.1,594.0,86.52,70.1733,13883.0,6.718,1088.0,69.261719,11068.0,1.555,2.102,-0.5,4.377,48.14328,14.977
6550,K05832.01,0,1.0,2.74703312,61.97,2917.0,47.19,1.17,152.2,2.655,1.722,0.18108,8237.0,3.134,2.032,-0.14,3.753,48.10091,12.597
6554,K05439.01,0,1.0,0.864651455,0.69,1720.0,83.15,0.235,67.7,3.461,1.972,0.007475,5587.0,0.851,0.952,0.0,4.556,43.662239,14.901
6556,K05441.01,0,1.0,25.4805211,1.25,659.0,89.41,0.186,159.0,10.701,18.1,0.011621,6250.0,0.986,1.052,-0.26,4.472,43.671661,13.181
6557,K05442.01,0,1.0,512.11636,1.47,198.0,89.95,0.5008,315.4,9.557,362.0,0.016555,5492.0,0.812,0.911,-0.08,4.576,43.62122,13.8
6558,K05443.01,0,1.0,348.61891,2.4,253.0,89.95,0.282,689.0,3.567,735.0,0.024049,5911.0,0.914,1.006,-0.1,4.519,43.650429,15.306
6559,K05444.01,0,1.0,368.70839,2.87,267.0,89.95,0.5958,957.0,6.08,389.0,0.029624,6409.0,0.887,0.956,-0.72,4.523,43.654781,15.417
6560,K05445.01,0,1.0,7.1091096,1.08,855.0,80.39,0.663,156.7,10.67,3.97,0.012087,5665.0,0.82,0.916,-0.2,4.568,43.69421,15.71
6562,K05567.01,0,1.0,397.3958488,64.56,280.0,89.83,1.19,29825.0,6.1014,398.4,0.434087,5544.0,1.362,0.946,0.1,4.146,44.968369,14.857
6563,K05568.01,1,1.0,62.134919,6.71,925.0,88.51,0.827,147.5,8.711,31.9,0.012505,5889.0,4.912,2.006,0.28,3.358,44.923229,13.435
6564,K05569.01,0,1.0,1.667482003,15.15,3257.0,89.64,0.052,545.5,1.5931,8.172,0.020643,4678.0,6.72,0.94,-0.1,2.756,44.974209,12.882
6566,K05571.01,0,1.0,5.29730786,1.49,1044.0,84.15,0.728,190.8,4.02,7.15,0.013614,5780.0,1.0,1.0,0.0,4.438,44.980206,10.25
6568,K05573.01,0,1.0,77.395279,6.16,646.0,89.95,0.1748,437.0,5.26,112.8,0.018834,5158.0,2.995,1.137,-0.32,3.541,45.05521,13.774
6570,K05693.01,0,1.0,612.882452,2.42,217.0,89.95,0.284,631.0,2.024,2273.0,0.023207,6029.0,0.956,1.04,-0.1,4.494,46.258438,14.453
6572,K05695.01,0,1.0,11.03571773,70.42,991.0,87.15,0.911,144960.0,5.62958,18.335,0.524317,6201.0,1.23,0.9,-0.58,4.213,46.25544,14.916
6573,K05696.01,0,1.0,42.093314,2.19,407.0,89.97,0.035,886.0,4.649,71.0,0.026338,4885.0,0.763,0.738,-0.02,4.541,46.221199,16.523
6575,K05699.01,0,1.0,339.18109,1.7,332.0,89.95,0.077,157.9,5.34,489.4,0.011599,6407.0,1.344,1.065,-0.3,4.209,46.253868,12.637
6576,K05700.01,0,1.0,3.55650976,283.93,2353.0,81.9,0.622,687450.0,12.7364,4.4113,1.068667,8105.0,2.433,1.868,-0.2,3.937,46.228458,11.882
6578,K05814.01,0,1.0,25.285232337,69.68,740.0,88.28,1.208,63022.0,4.76313,40.155,0.561715,6486.0,1.136,1.021,-0.46,4.337,47.87896,12.138
6582,K05818.01,0,1.0,1.23138339,0.82,1648.0,81.49,0.348,72.7,3.943,2.35,0.007828,5791.0,0.958,1.071,0.21,4.505,47.983318,14.804
6584,K05448.01,0,1.0,7.2269859,0.79,603.0,80.36,0.561,160.3,14.241,3.35,0.011875,4347.0,0.609,0.597,-0.34,4.645,43.713871,14.941
6585,K05449.01,0,2.0,0.762724045,41.02,1860.0,54.72,1.252,9782.2,1.98818,2.167,0.384859,5313.0,0.976,0.854,0.14,4.39,43.736118,14.5
6587,K05452.01,0,1.0,362.49906,2.51,277.0,89.95,0.5297,522.5,12.17,198.7,0.021571,6043.0,1.065,0.968,-0.24,4.369,43.797642,15.259
6588,K05453.01,0,1.0,190.65896,2.54,281.0,86.52,0.9508,552.8,35.472,16.07,0.027887,5508.0,0.835,0.9,-0.06,4.549,43.706509,15.043
6589,K05454.01,1,1.0,509.997402,2.62,182.0,89.95,0.0254,1267.0,8.481,473.8,0.031704,5037.0,0.756,0.724,-0.2,4.54,43.710949,14.15
6590,K05575.01,0,1.0,1.50650036,0.81,1809.0,77.59,0.684,45.4,2.762,3.18,0.006558,6201.0,1.126,0.998,-0.24,4.336,45.098499,13.912
6595,K05581.01,1,1.0,374.878133,4.27,282.0,89.84,0.626,914.6,10.556,221.6,0.028862,5636.0,1.354,1.103,0.42,4.218,45.139778,14.508
6596,K05582.01,0,1.0,5.2362026,75.83,1378.0,73.32,1.379,2019.5,3.148,4.81,0.42575,6176.0,1.631,1.255,0.04,4.112,45.10014,14.786
6598,K05703.01,0,1.0,247.372131,2.47,290.0,89.95,0.4257,513.4,3.271,537.0,0.022658,5780.0,1.0,1.0,-0.05926315789473685,4.438,46.30019,13.359
6600,K05705.01,0,1.0,95.254421,2.2,413.0,89.95,0.3116,465.4,3.379,209.2,0.01989,6063.0,1.012,1.117,0.07,4.476,46.400139,15.833
6601,K05706.01,1,1.0,425.483539,3.2,248.0,89.99,0.03,996.6,17.856,187.2,0.028707,5977.0,1.022,1.133,0.21,4.473,46.441029,15.807
6603,K05708.01,0,1.0,7.863361238,22.7,1057.0,86.22,0.869,18157.0,3.42771,13.189,0.148511,5615.0,1.4,0.976,0.1,4.136,46.448212,12.524
6605,K05823.01,0,1.0,0.745086745,1.29,1654.0,61.82,0.626,270.0,4.29,1.325,0.015692,5325.0,0.75,0.84,-0.22,4.607,48.06678,15.489
6608,K05827.01,1,1.0,6.10968225,0.79,1093.0,89.24,0.108,60.3,5.735,8.17,0.007145,6024.0,1.009,0.756,-0.88,4.309,48.154243,13.328
6610,K05456.01,0,1.0,11.8045536,0.94,660.0,89.95,0.1533,128.9,3.195,28.2,0.010068,4971.0,0.857,0.813,0.28,4.482,43.719471,14.274
6614,K05460.01,0,1.0,3.1748772,8.8,1410.0,59.96,0.94,1741.0,7.089,1.877,0.049761,5116.0,1.619,0.944,0.22,3.994,43.869961,14.395
6616,K05462.01,0,1.0,371.18648,2.06,291.0,89.95,0.0845,317.9,19.929,144.1,0.016373,6231.0,1.152,1.054,-0.1,4.34,43.87009,13.937
6618,K05584.01,0,1.0,10.90962154,149.1,1127.0,88.93,0.146,499920.0,17.8024,7.8091,0.661541,5323.0,2.064,0.804,-0.76,3.714,45.284752,14.096
6620,K05586.01,0,1.0,27.0779813,2.03,597.0,34.22,0.957,347.5,138.54,1.157386,0.021829,5906.0,0.85,0.773,-0.76,4.467,45.206799,14.17
6621,K05587.01,0,1.0,1.827660875,42.1,1664.0,72.06,1.026,46677.0,3.986,3.33,0.359608,6352.0,1.072,1.118,-0.16,4.427,45.276932,14.268
6623,K05589.01,0,1.0,376.554588,2.0,247.0,89.95,0.0963,481.0,3.182,918.0,0.020044,5926.0,0.913,1.004,-0.12,4.519,45.22105,14.694
6624,K05590.01,0,1.0,538.4263,3.2,322.0,89.95,0.3917,242.0,12.751,301.9,0.014438,5962.0,2.028,1.143,-0.2,3.882,45.246151,12.099
6625,K05711.01,0,1.0,78.4286313,85.77,425.0,89.56,1.388,83303.0,3.7368,180.1,0.785402,5780.0,1.0,1.0,0.0,4.438,46.592491,15.069
6627,K05713.01,0,1.0,2.53021,41.44,1543.0,8.13,1.275,367.9,21.79,1.288,0.292789,5780.0,1.296,0.924,-0.16,4.178,46.517567,12.294
6628,K05714.01,0,1.0,2.249000963,59.61,2126.0,70.8,0.68,58776.0,9.6022,2.0666,0.238071,6025.0,2.293,1.209,-0.28,3.8,46.521568,12.502
6630,K05838.01,0,1.0,432.074696,2.39,193.0,89.95,0.1559,1088.0,4.763,705.24,0.029576,5183.0,0.739,0.818,-0.18,4.608,48.207458,15.214
6632,K05840.01,0,1.0,460.77905,4.24,387.0,89.91,0.324,239.3,15.541,217.7,0.014303,6126.0,2.717,1.449,0.02,3.731,48.388931,13.462
6633,K05841.01,0,1.0,3.21318517,8.24,1710.0,24.96,0.924,2046.1,15.47,1.019229,0.049845,6712.0,1.513,1.206,-0.38,4.159,48.319561,12.52
6635,K05463.01,0,1.0,1.20608769,44.46,1941.0,49.19,1.253,1660.6,2.2272,1.917,0.300462,5657.0,1.355,1.028,0.24,4.186,43.831848,14.252
6636,K05464.01,0,1.0,613.82905,2.85,307.0,89.95,0.2616,148.2,18.18,251.9,0.011083,5636.0,2.357,1.305,0.12,3.809,43.824032,13.016
6637,K05465.01,0,1.0,476.80454,1.12,227.0,89.95,0.5619,143.6,10.65,287.0,0.011335,5806.0,0.901,0.881,-0.3,4.473,43.898521,13.879
6638,K05466.01,1,1.0,4.09513876,1.75,1122.0,75.96,0.97,181.7,2.462,4.0,0.016601,5858.0,0.963,1.056,0.1,4.495,43.807671,15.524
6640,K05469.01,0,1.0,0.779615874,0.83,1847.0,59.47,0.699,81.5,3.932,1.377,0.008815,5764.0,0.863,0.959,-0.12,4.548,43.864319,15.292
6644,K05593.01,0,1.0,224.469892,2.35,323.0,89.95,0.2691,458.6,2.952,571.0,0.019695,5911.0,1.091,0.944,-0.18,4.337,45.25124,14.918
6645,K05594.01,0,1.0,113.556471,6.76,651.0,89.95,0.1828,278.7,2.383,363.0,0.014868,4842.0,4.164,0.93,-0.14,3.167,45.283661,13.316
6646,K05595.01,0,1.0,208.02789,1.04,196.0,89.95,0.6065,255.0,10.82,119.5,0.015101,4285.0,0.632,0.622,-0.14,4.63,45.382992,14.487
6647,K05596.01,0,1.0,308.024953,3.55,345.0,89.95,0.3366,352.6,2.665,848.0,0.017225,5220.0,1.887,0.835,-0.46,3.808,45.319191,11.879
6649,K05717.01,0,1.0,1.33261458,3.65,1208.0,45.43,0.936,1335.3,5.161,1.334,0.043932,4611.0,0.76,0.748,0.28,4.551,46.613079,17.511
6652,K05720.01,0,1.0,105.895315,2.69,323.0,89.95,0.093,1227.0,2.581,322.0,0.031515,5271.0,0.781,0.786,-0.2,4.548,46.616402,15.979
6653,K05721.01,0,1.0,61.224558,2.76,525.0,89.66,0.571,544.2,4.103,96.7,0.022184,6343.0,1.14,1.213,0.07,4.408,46.68388,15.873
6654,K05722.01,0,1.0,28.507877538,27.79,613.0,88.87,1.025,24372.0,3.13331,52.07,0.269252,6131.0,0.945,1.023,-0.24,4.497,46.660488,14.876
6655,K05723.01,0,1.0,444.46522,30.17,189.0,89.95,1.2803,4084.0,0.767,2162.9,0.37036,5134.0,0.746,0.836,-0.1,4.609,46.600121,15.466
6656,K05724.01,0,1.0,8.48039,1.23,969.0,89.95,0.008,133.7,6.134,10.689,0.010596,6193.0,1.067,1.127,0.0,4.434,46.650639,14.863
6658,K05345.01,0,1.0,72.0153825,6.94,783.0,89.95,0.6038,177.7,2.548,175.5,0.012635,5099.0,5.032,1.836,0.07,3.299,42.551121,11.888
6659,K05346.01,0,1.0,21.12752693,20.93,2349.0,89.87,0.157,51.8,2.253,71.2,0.006205,4024.0,30.882,1.636,0.34,1.672,42.549011,8.789
6660,K05347.01,0,1.0,23.9341825,1.03,432.0,89.95,0.0465,228.1,1.607,115.2,0.013192,4415.0,0.715,0.708,0.24,4.58,42.554619,14.869
6661,K05348.01,0,1.0,87.775799,2.44,409.0,89.95,0.8114,450.0,1.862,224.0,0.021788,5604.0,1.025,0.909,0.02,4.375,42.550739,15.429
6662,K05351.01,0,1.0,35.882272887,35.21,512.0,89.36,0.858,101230.0,3.95004,76.53,0.397063,5840.0,0.812,0.898,-0.38,4.57,42.578369,14.295
6663,K05471.01,0,1.0,8.780603773,52.34,775.0,87.23,1.127,90028.0,3.16989,23.355,0.576032,5487.0,0.832,0.924,0.0,4.563,43.976479,15.674
6667,K05475.01,1,2.0,224.150923,2.41,369.0,89.99,0.019,348.6,12.455,139.83,0.017191,6072.0,1.286,0.818,-0.76,4.133,43.91362,13.093
6669,K05477.01,0,1.0,551.49832,4.89,215.0,88.81,0.9478,1874.4,40.92,46.64,0.050487,5926.0,0.887,0.978,-0.2,4.532,43.909351,15.536
6670,K05478.01,0,1.0,351.2878737,38.47,252.0,89.86,0.712,134630.0,11.2066,284.63,0.385439,5911.0,0.914,1.006,-0.1,4.519,43.99353,15.703
6673,K05601.01,0,1.0,124.091252,1.3,305.0,89.95,0.031,281.4,2.172,443.0,0.01505,5275.0,0.792,0.852,-0.04,4.571,45.371311,14.152
6679,K05726.01,0,1.0,212.771978,2.84,255.0,89.95,0.2065,1239.0,2.115,777.0,0.031582,5122.0,0.824,0.793,0.02,4.505,46.757889,15.788
6681,K05728.01,0,1.0,18.0766788,19.47,694.0,88.77,0.822,28831.0,3.06,38.1,0.178327,5780.0,1.0,1.0,0.0,4.438,46.796848,16.667
6682,K05729.01,0,1.0,1.33255577,0.97,1420.0,85.31,0.199,126.5,4.282,2.43,0.010039,5122.0,0.881,0.835,0.21,4.469,46.745941,15.916
6683,K05730.01,0,1.0,1.33259275,0.97,1703.0,60.72,0.833,79.1,4.014,1.702,0.009163,6091.0,0.967,1.045,-0.14,4.487,46.775841,15.3
6684,K05731.01,0,1.0,36.6092739,52.42,1623.0,89.9,0.26,1102.0,1.835,151.9,0.029789,4770.0,16.114,1.973,-0.34,2.319,46.721958,13.823
6686,K05353.01,0,1.0,0.812592362,25.84,2912.0,65.19,1.007,6945.8,1.5646,2.4,0.144276,7117.0,1.64,1.398,-0.22,4.153,42.69556,14.235
6687,K05354.01,0,1.0,81.871309,1.12,480.0,89.95,0.1996,98.2,1.606,385.0,0.00917,6343.0,1.115,1.069,-0.16,4.375,42.674389,12.869
6688,K05355.01,0,1.0,0.566805859,1.25,2858.0,51.32,0.724,61.1,3.835,1.159,0.00769,6413.0,1.494,1.299,0.12,4.203,42.62439,13.857
6689,K05357.01,0,1.0,520.58269,1.94,244.0,89.95,0.045,348.0,2.264,1785.0,0.017155,6210.0,1.033,1.093,-0.1,4.45,42.67226,14.027
6694,K05481.01,0,1.0,0.718643659,50.85,2002.0,70.96,0.922,124930.0,2.51246,2.8278,0.498569,5853.0,0.934,0.967,-0.12,4.483,44.049191,15.121
6696,K05483.01,0,1.0,17.946328114,66.65,845.0,87.63,0.774,102990.0,8.15905,18.704,0.354437,5228.0,1.722,0.872,-0.24,3.906,44.04821,14.933
6697,K05484.01,0,1.0,204.818268,5.18,525.0,89.95,0.346,303.6,1.93,775.0,0.016197,6060.0,2.93,1.401,-0.28,3.65,44.07642,11.784
6700,K05606.01,0,1.0,23.81490574,63.1,847.0,89.54,0.772,79201.0,1.9948,96.02,0.305724,5421.0,1.89,0.803,-0.76,3.79,45.394032,14.488
6701,K05607.01,0,1.0,1.3274511,0.66,1009.0,85.21,0.245,123.6,3.465,2.934,0.009892,4137.0,0.61,0.601,-0.1,4.646,45.334881,15.158
6705,K05611.01,0,1.0,209.238576,1.43,354.0,89.95,0.2683,154.7,2.245,694.0,0.011521,6302.0,1.135,1.034,-0.2,4.345,45.49229,13.564
6708,K05733.01,0,1.0,1.166835206,96.28,3457.0,64.95,1.257,15527.0,2.17596,2.969,0.415316,8982.0,2.123,2.122,0.07,4.111,46.75198,14.99
6709,K05735.01,0,1.0,4.99471597,2.2,1861.0,85.05,0.698,53.0,3.44,8.09,0.007112,6409.0,2.83,1.485,-0.14,3.706,46.81551,13.352
6712,K05738.01,0,1.0,27.659607786,50.7,499.0,89.54,0.604,318400.0,4.16321,75.464,0.604589,5310.0,0.768,0.849,-0.14,4.593,46.884369,14.706
6713,K05739.01,0,1.0,476.727302,23.42,530.0,90.0,0.008,1035.7,9.327,401.8,0.02892,5068.0,7.417,1.347,-0.62,2.827,46.816341,13.587
6716,K05361.01,0,1.0,22.0495604,1.9,912.0,89.02,0.651,134.5,3.428,38.0,0.011224,6821.0,1.548,1.321,-0.22,4.176,42.686958,13.454
6718,K05366.01,0,1.0,574.69029,1.26,191.0,89.95,0.004,276.8,4.269,1044.0,0.015096,5503.0,0.764,0.768,-0.46,4.557,42.7136,13.873
