,pl_name,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ttv_flag,pl_trandur,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_teff,st_rad,st_raderr1,st_raderr2,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,k2_campaigns,pl_ntranspec;;;;
1507,EPIC 220616148.01,CANDIDATE,1.0,0.0,0.0,1.0,6.73572,0.00036,-0.0003,0.0,,,,,,,,,2457398.4932,0.0021,-0.0028,0.0,,0.01853,0.0013,-0.00069,5740.0,1.17,0.1,-0.1,14.2523556,9.3860363,-53.46074,125.2405,3.03862,16.74607,12.2092071,0.0439681,-0.0439681,10.8899,0.0469403,-0.0469403,-5.5204,0.0296942,-0.0296942,716.222,17.469,-16.672,1.36724,0.0330293,-0.0330293,14.52,0.035,-0.035,13.838,0.137,-0.137,12.553,0.024,-0.024,12.259,0.034,-0.034,12.217,0.024,-0.024,12.179,0.023,-0.023,12.218,0.024,-0.024,12.153,0.394,-0.394,8.828,13.6877,0.00026,-0.00026,13.231,0.0073,-0.0073,13.67,8.0,0;;;;
1509,EPIC 220616148.02,CANDIDATE,1.0,0.0,0.0,1.0,15.1563,0.002,-0.0021,0.0,3.01,0.44,-1.15,0.0,0.269,0.039,-0.103,0.0,2457392.6491,0.0065,-0.0058,0.0,4.92,0.0237,0.0029,-0.0088,,1.17,0.1,-0.1,14.2523556,9.3860363,-53.46074,125.2405,3.03862,16.74607,12.2092071,0.0439681,-0.0439681,10.8899,0.0469403,-0.0469403,-5.5204,0.0296942,-0.0296942,716.222,17.469,-16.672,1.36724,0.0330293,-0.0330293,14.52,0.035,-0.035,13.838,0.137,-0.137,12.553,0.024,-0.024,12.259,0.034,-0.034,12.217,0.024,-0.024,12.179,0.023,-0.023,12.218,0.024,-0.024,12.153,0.394,-0.394,8.828,13.6877,0.00026,-0.00026,13.231,0.0073,-0.0073,13.67,8.0,0;;;;
1510,EPIC 220631484.01,CANDIDATE,1.0,0.0,0.0,1.0,13.26773,0.00029,-0.00028,0.0,4.04,0.76,-3.26,0.0,0.36,0.068,-0.291,0.0,2457396.49186,0.00081,-0.00084,0.0,1.056,0.0456,0.007,-0.0367,,0.81,0.09,-0.02,17.0257216,9.7367126,-52.91423,129.75157,2.31386,19.40925,12.3782142,0.0383753,-0.0383753,1.74779,0.0543927,-0.0543927,12.2542,0.0379794,-0.0379794,412.391,5.108,-4.987,2.39619,0.0294573,-0.0294573,14.51,0.055,-0.055,13.753,0.114,-0.114,12.288,0.022,-0.022,11.93,0.023,-0.023,11.86,0.021,-0.021,11.816,0.023,-0.023,11.847,0.022,-0.022,11.77,0.255,-0.255,8.849,13.5742,0.000497,-0.000497,13.0681,0.0064,-0.0064,13.597,8.0,0;;;;
1511,EPIC 220639177.01,CANDIDATE,1.0,0.0,0.0,1.0,7.14238,0.00043,-0.00069,0.0,1.75,0.22,-0.43,0.0,0.156,0.02,-0.038,0.0,2457396.8612,0.003,-0.0021,0.0,1.152,0.0236,0.0027,-0.0057,,0.68,0.04,-0.03,12.702046,9.9175983,-52.95383,122.67451,4.12099,15.54082,50.4906496,0.177828,-0.177828,45.4497,0.190077,-0.190077,21.9916,0.111242,-0.111242,205.004,5.174,-4.929,4.85314,0.119212,-0.119212,13.89,0.035,-0.035,13.095,0.114,-0.114,11.344,0.026,-0.026,10.882,0.022,-0.022,10.777,0.024,-0.024,10.697,0.024,-0.024,10.736,0.021,-0.021,10.648,0.108,-0.108,8.625,12.8423,0.002747,-0.002747,12.2729,0.0068,-0.0068,12.771,8.0,0;;;;
1512,EPIC 220643470.01,CANDIDATE,1.0,0.0,0.0,1.0,2.653275,2.5e-05,-2.4e-05,0.0,118.0,10.0,-14.0,0.0,10.5,0.9,-1.2,0.0,2457393.81052,0.00045,-0.00046,0.0,3.9168,0.0434,0.002,-0.0035,,24.8,1.9,-2.2,12.3975189,10.0200266,-52.84902,122.17864,4.3321,15.30379,17.5577686,0.07585,-0.07585,-13.5481,0.0900357,-0.0900357,-11.168,0.0478551,-0.0478551,2163.13,245.74,-202.78,0.413662,0.0481007,-0.0481007,12.697,0.272,-0.272,11.076,0.062,-0.062,9.026,0.023,-0.023,8.33,0.033,-0.033,8.229,0.018,-0.018,8.148,0.024,-0.024,8.254,0.019,-0.019,8.173,0.023,-0.023,8.127,10.8306,0.000431,-0.000431,10.1198,0.0075,-0.0075,10.839,8.0,0;;;;
1514,EPIC 220644522.01,CANDIDATE,1.0,0.0,0.0,1.0,40.938,0.0047,-0.0047,0.0,3.57,0.16,-0.33,0.0,0.318,0.014,-0.029,0.0,2457418.8252,0.0033,-0.0034,0.0,6.552,0.0302,0.0013,-0.0028,,1.08,0.01,-0.01,13.4241418,10.0448468,-52.82287,123.85207,3.96199,16.24732,17.4092926,0.0304245,-0.0304245,-4.94914,0.051007,-0.051007,-16.691,0.0278978,-0.0278978,498.105,7.331,-7.126,1.97887,0.0289139,-0.0289139,14.379,0.056,-0.056,13.501,0.103,-0.103,12.154,0.023,-0.023,11.841,0.021,-0.021,11.757,0.021,-0.021,11.717,0.022,-0.022,11.767,0.023,-0.023,11.308,0.2,-0.2,8.659,13.384,0.000267,-0.000267,12.8739,0.0075,-0.0075,13.376,8.0,0;;;;
1515,EPIC 220648214.01,CANDIDATE,1.0,0.0,0.0,1.0,29.435233,0.005273,-0.005109,0.0,2.917,0.478,-0.387,0.0,0.26,0.04,-0.03,0.0,2457416.64856,0.003385,-0.003408,0.0,,0.02229,0.00176,-0.00105,5785.0,1.2,0.17,-0.15,17.0781004,10.1368432,-52.51087,129.76531,2.66423,19.60946,27.7637224,0.0675954,-0.0675954,-14.9182,0.0783355,-0.0783355,-23.4152,0.0627131,-0.0627131,368.17,6.464,-6.248,2.68791,0.0465297,-0.0465297,12.965,0.027,-0.027,12.346,0.057,-0.057,11.186,0.024,-0.024,10.841,0.021,-0.021,10.781,0.021,-0.021,10.746,0.024,-0.024,10.786,0.02,-0.02,10.712,0.09,-0.09,8.755,12.1931,0.000263,-0.000263,11.7587,0.0077,-0.0077,12.39,8.0,0;;;;
1516,EPIC 220650843.01,CANDIDATE,1.0,0.0,0.0,1.0,10.228,0.0013,-0.0012,0.0,,,,,,,,,2457394.7125,0.0046,-0.005,0.0,,0.0309,0.0011,-0.0011,4081.0,0.46,0.04,-0.04,15.1592415,10.1994919,-52.60564,126.66059,3.44487,17.88601,42.6987438,0.0777188,-0.0777188,39.298,0.0809193,-0.0809193,-16.6988,0.0568186,-0.0568186,228.069,2.379,-2.331,4.35627,0.0449362,-0.0449362,15.772,0.061,-0.061,14.464,0.195,-0.195,12.097,0.024,-0.024,11.478,0.025,-0.025,11.303,0.024,-0.024,11.223,0.023,-0.023,11.259,0.021,-0.021,11.001,0.122,-0.122,9.049,14.0558,0.001043,-0.001043,13.2699,0.0064,-0.0064,14.046,8.0,0;;;;
1518,EPIC 220657558.01,CANDIDATE,1.0,0.0,0.0,1.0,3.91764,0.00056,-0.00053,0.0,2.94,0.5,-1.33,0.0,0.262,0.04,-0.119,0.0,2457395.0915,0.0051,-0.0052,0.0,2.496,0.02,0.0023,-0.0089,,1.35,0.17,-0.12,15.3707811,10.3665191,-52.42616,126.98514,3.51904,18.14284,18.0943112,0.0371152,-0.0371152,-8.343391,0.0462022,-0.0462022,-16.0559,0.0342505,-0.0342505,781.332,16.083,-15.459,1.25078,0.0256429,-0.0256429,14.492,0.025,-0.025,13.762,0.172,-0.172,12.53,0.023,-0.023,12.257,0.024,-0.024,12.214,0.027,-0.027,12.143,0.023,-0.023,12.179,0.024,-0.024,11.828,,,8.944,13.6626,0.000279,-0.000279,13.2045,0.0065,-0.0065,13.638,8.0,0;;;;
1519,EPIC 220663602.01,CANDIDATE,1.0,0.0,0.0,1.0,6.4063,0.00034,-0.00036,0.0,0.888,0.075,-0.187,0.0,0.079,0.007,-0.017,0.0,2457396.1719,0.0024,-0.0023,0.0,1.728,0.0418,0.0034,-0.0088,,0.2,0.0,0.0,17.1818313,10.5175356,-52.12136,129.86375,2.97744,19.84901,52.7786653,0.0872622,-0.0872622,22.8135,0.113046,-0.113046,-47.5934,0.0801748,-0.0801748,91.3722,0.4784,-0.4736,10.9158,0.0565896,-0.0565896,17.929,0.163,-0.163,16.44,0.2,-0.2,12.312,0.024,-0.024,11.737,0.022,-0.022,11.488,0.023,-0.023,11.337,0.023,-0.023,11.178,0.021,-0.021,10.972,0.119,-0.119,9.051,15.106,0.000595,-0.000595,13.8696,0.0074466,-0.0074466,15.186,8.0,0;;;;
1520,EPIC 220666631.01,CANDIDATE,1.0,0.0,0.0,1.0,31.9761,0.0046,-0.0046,0.0,3.92,0.34,-0.7,0.0,0.35,0.03,-0.06,0.0,2457405.7252,0.005,-0.0048,0.0,5.928,0.0246,0.0019,-0.0044,,1.46,0.06,-0.03,15.5229242,10.5925016,-52.19083,127.20501,3.67021,18.36823,7.3187118,0.0752522,-0.0752522,7.30825,0.0753281,-0.0753281,0.391183,0.0409337,-0.0409337,697.365,18.262,-17.37,1.40502,0.0363609,-0.0363609,13.72,0.025,-0.025,13.214,0.137,-0.137,11.998,0.023,-0.023,11.715,0.022,-0.022,11.682,0.025,-0.025,11.614,0.023,-0.023,11.656,0.022,-0.022,11.48,0.175,-0.175,8.812,13.0134,0.00065,-0.00065,12.5988,0.0069,-0.0069,13.073,8.0,0;;;;
1521,EPIC 220674823 b,CONFIRMED,1.0,2.0,1.0,1.0,0.571292,1.2e-05,-1.3e-05,0.0,1.52,0.16,-0.16,0.0,0.136,0.014,-0.014,0.0,2457394.0114,0.001,-0.001,0.0,1.532,0.01601,0.00031,-0.00029,5470.0,0.87,0.09,-0.09,13.0800239,10.7947051,-52.07644,123.28442,4.78443,16.22656,61.004017,0.0761994,-0.0761994,60.9629,0.076235,-0.076235,2.2394,0.0421949,-0.0421949,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,12.576,0.443,-0.443,12.101,0.031,-0.031,10.77,0.023,-0.023,10.454,0.026,-0.026,10.344,0.021,-0.021,10.299,0.023,-0.023,10.355,0.021,-0.021,10.38,0.091,-0.091,8.423,11.9535,0.00022,-0.00022,11.4574,0.0078,-0.0078,11.958,8.0,0;;;;
1530,EPIC 220674823 c,CONFIRMED,1.0,2.0,1.0,1.0,13.341245,0.0001,-0.0001,0.0,2.53,0.14,-0.14,0.0,0.226,0.012,-0.012,0.0,2457405.73124,0.0027,-0.00386,0.0,,0.028,0.0004,-0.0008,5590.0,0.83,0.04,-0.04,13.0800239,10.7947051,-52.07644,123.28442,4.78443,16.22656,61.004017,0.0761994,-0.0761994,60.9629,0.076235,-0.076235,2.2394,0.0421949,-0.0421949,244.59,3.044,-2.972,4.06029,0.0498984,-0.0498984,12.576,0.443,-0.443,12.101,0.031,-0.031,10.77,0.023,-0.023,10.454,0.026,-0.026,10.344,0.021,-0.021,10.299,0.023,-0.023,10.355,0.021,-0.021,10.38,0.091,-0.091,8.423,11.9535,0.00022,-0.00022,11.4574,0.0078,-0.0078,11.958,8.0,0;;;;
1538,EPIC 220679255.01,CANDIDATE,1.0,0.0,0.0,1.0,8.1344,0.00045,-0.00042,0.0,2.36,0.17,-0.38,0.0,0.211,0.015,-0.034,0.0,2457392.8508,0.0023,-0.0024,0.0,1.92,0.0188,0.0013,-0.0028,,1.15,0.03,-0.07,13.5724016,10.9092439,-51.95621,124.06791,4.70216,16.71834,21.3693022,0.0567242,-0.0567242,-16.3743,0.0654457,-0.0654457,-13.7306,0.0412593,-0.0412593,319.814,4.389,-4.273,3.09844,0.0420196,-0.0420196,12.409,0.427,-0.427,12.269,0.137,-0.137,10.9,0.027,-0.027,10.638,0.026,-0.026,10.581,0.019,-0.019,10.529,0.023,-0.023,10.555,0.021,-0.021,10.494,0.093,-0.093,8.393,11.9659,0.000268,-0.000268,11.5218,0.0132,-0.0132,11.975,8.0,0;;;;
1540,EPIC 220679255.02,CANDIDATE,1.0,0.0,0.0,1.0,17.78804,0.00077,-0.0008,0.0,2.78,0.32,-1.43,0.0,0.248,0.029,-0.128,0.0,2457399.1266,0.0021,-0.002,0.0,1.68,0.0221,0.0024,-0.0113,,1.15,0.03,-0.07,13.5724016,10.9092439,-51.95621,124.06791,4.70216,16.71834,21.3693022,0.0567242,-0.0567242,-16.3743,0.0654457,-0.0654457,-13.7306,0.0412593,-0.0412593,319.814,4.389,-4.273,3.09844,0.0420196,-0.0420196,12.409,0.427,-0.427,12.269,0.137,-0.137,10.9,0.027,-0.027,10.638,0.026,-0.026,10.581,0.019,-0.019,10.529,0.023,-0.023,10.555,0.021,-0.021,10.494,0.093,-0.093,8.393,11.9659,0.000268,-0.000268,11.5218,0.0132,-0.0132,11.975,8.0,0;;;;
1541,EPIC 220708327.01,CANDIDATE,1.0,0.0,0.0,1.0,2.52894,0.00028,-0.00028,0.0,1.44,0.26,-0.29,0.0,0.128,0.023,-0.026,0.0,2457393.002,0.0049,-0.0047,0.0,1.8,0.0137,0.0013,-0.0027,,0.96,0.15,-0.05,14.0322943,11.7069365,-51.14813,124.76282,5.26258,17.44609,27.7720771,0.0415296,-0.0415296,8.79431,0.0644146,-0.0644146,-26.3429,0.0381379,-0.0381379,402.904,6.667,-6.457,2.45355,0.0401144,-0.0401144,13.777,0.019,-0.019,12.98,0.126,-0.126,11.765,0.024,-0.024,11.445,0.022,-0.022,11.421,0.03,-0.03,11.345,0.022,-0.022,11.378,0.02,-0.02,11.42,0.226,-0.226,8.569,12.9053,0.000284,-0.000284,12.4396,0.0077,-0.0077,12.906,8.0,0;;;;
1542,EPIC 220725183.01,CANDIDATE,1.0,0.0,0.0,1.0,2.311162,4e-06,-4e-06,0.0,51.6,7.6,-6.2,0.0,4.6,0.68,-0.55,0.0,2457394.38635,7.3e-05,-7.4e-05,0.0,4.0296,0.3002,0.0072,-0.006,,1.58,,,15.0408655,12.2167422,-50.59807,126.29179,5.35118,18.5579,4.9403057,0.0562501,-0.0562501,0.792973,0.0830627,-0.0830627,4.87625,0.0553651,-0.0553651,465.91,9.062,-8.729,2.11787,0.0406642,-0.0406642,12.256,0.393,-0.393,11.57,0.027,-0.027,10.431,0.023,-0.023,10.173,0.032,-0.032,10.062,0.021,-0.021,10.027,0.023,-0.023,10.063,0.021,-0.021,9.996,0.059,-0.059,8.305,11.4985,0.001034,-0.001034,11.045,0.0081,-0.0081,11.509,8.0,0;;;;
1543,EPIC 226042826.01,CANDIDATE,1.0,0.0,0.0,1.0,3.128977,0.000513,-0.000887,0.0,1.282,0.101,-0.093,0.0,0.114,0.009,-0.008,0.0,2457657.658541,0.015571,-0.007273,0.0,3.3,0.012,0.0,0.0,5140.0,0.98,0.07,-0.06,263.960982,-21.3840777,5.86333,5.25678,1.93736,264.37489,56.519451,0.1014897,-0.1014897,45.778,0.109931,-0.109931,-33.1485,0.0830455,-0.0830455,179.392,1.955,-1.914,5.54662,0.0596484,-0.0596484,12.804,0.384,-0.384,11.792,0.032,-0.032,10.256,0.026,-0.026,9.832,0.028,-0.028,9.754,0.024,-0.024,9.56,0.023,-0.023,9.663,0.02,-0.02,9.838,0.081,-0.081,8.756,11.6832,0.000244,-0.000244,11.0789,0.0061,-0.0061,11.617,,0;;;;
1545,EPIC 228707509.01,CANDIDATE,1.0,0.0,0.0,1.0,15.35092,0.00032,-0.00033,0.0,16.31,0.75,-0.72,0.0,1.455,0.067,-0.064,0.0,2457585.5093,0.001,-0.0009,0.0,3.6,0.1505,0.0026,-0.0031,5417.0,0.94,,,187.3576911,-10.9850682,51.51459,294.23303,-7.17046,191.10731,13.9991006,0.0594599,-0.0594599,-4.65214,0.0979098,-0.0979098,-13.2035,0.0527665,-0.0527665,858.145,31.912,-29.742,1.13685,0.0415314,-0.0415314,15.818,0.034,-0.034,15.279,0.206,-0.206,13.65,0.024,-0.024,13.221,0.022,-0.022,13.134,0.027,-0.027,13.098,0.024,-0.024,13.132,0.028,-0.028,12.237,,,8.51,14.8828,0.0004,-0.0004,14.3693,0.0079,-0.0079,14.806,10.0,0;;;;
1546,EPIC 228720681.01,CANDIDATE,1.0,0.0,0.0,1.0,15.78132,0.00038,-0.00037,0.0,10.87,1.55,-1.53,0.0,0.97,0.138,-0.136,0.0,2457586.4189,0.001,-0.001,0.0,3.4008,0.0982,0.0026,-0.0035,,,,,188.6967878,-10.3197103,52.33492,296.22027,-6.03784,192.05796,13.5020883,1.4853904,-1.4853904,-8.07689,1.78726,-1.78726,-10.8199,1.28681,-1.28681,696.695,,,,,,14.531,0.032,-0.032,13.945,0.195,-0.195,12.736,0.023,-0.023,12.411,0.027,-0.027,12.33,0.024,-0.024,12.28,0.024,-0.024,12.334,0.025,-0.025,12.288,,,8.676,13.8364,0.00121,-0.00121,13.4003,0.0061,-0.0061,13.763,10.0,0;;;;
1547,EPIC 228724899.01,CANDIDATE,1.0,0.0,0.0,1.0,5.20256,0.00042,-0.00044,0.0,3.58,0.31,-0.2,0.0,0.319,0.028,-0.02,0.0,2457586.4559,0.0036,-0.0034,0.0,1.3992,0.0338,0.0028,-0.0019,5489.0,1.0,0.07,-0.04,182.4450314,-10.1116203,51.41419,286.35306,-8.30097,186.28744,16.8391597,0.0631514,-0.0631514,-16.5899,0.0635613,-0.0635613,2.88661,0.0476732,-0.0476732,427.124,5.093,-4.977,2.3126,0.0273889,-0.0273889,14.311,0.022,-0.022,13.528,0.092,-0.092,12.011,0.024,-0.024,11.672,0.025,-0.025,11.593,0.026,-0.026,11.532,0.022,-0.022,11.593,0.022,-0.022,11.406,0.203,-0.203,8.497,13.2669,0.000296,-0.000296,12.7458,0.0065,-0.0065,13.293,10.0,0;;;;
1548,EPIC 228729473.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,16.77217,0.00185,-0.00192,0.0,19.29,1.18,-1.11,0.0,1.721,0.105,-0.099,0.0,2457585.7609,0.0039,-0.0036,0.0,12.4008,0.0448,0.0022,-0.0025,4898.0,3.88,,,186.5344168,-9.8902432,52.47656,292.66769,-6.48791,189.92064,21.4235776,0.0876806,-0.0876806,-20.6959,0.0891233,-0.0891233,-5.53619,0.0642128,-0.0642128,570.606,18.359,-17.268,1.72504,0.0542585,-0.0542585,12.806,0.017,-0.017,11.878,0.034,-0.034,10.048,0.027,-0.027,9.512,0.026,-0.026,9.384,0.021,-0.021,9.288,0.023,-0.023,9.363,0.019,-0.019,9.259,0.039,-0.039,8.092,11.4963,0.001195,-0.001195,10.8755,0.0069,-0.0069,11.524,10.0,0;;;;
1550,EPIC 228734889.01,CANDIDATE,1.0,0.0,0.0,1.0,48.249552,0.00016,-0.000173,0.0,17.999,1.04,-0.744,0.0,1.61,0.09,-0.07,0.0,2457633.07702,0.000128,-0.000132,0.0,,0.17257,0.00203,-0.00245,5792.0,0.96,0.05,-0.04,188.3127412,-9.6251994,52.98295,295.47294,-5.54949,191.43272,27.5220677,0.1000112,-0.1000112,-27.4424,0.100239,-0.100239,2.09258,0.0464488,-0.0464488,376.481,7.664,-7.369,2.62853,0.052611,-0.052611,13.346,0.031,-0.031,12.762,0.103,-0.103,11.474,0.025,-0.025,11.182,0.025,-0.025,11.075,0.026,-0.026,11.08,0.023,-0.023,11.117,0.021,-0.021,11.03,0.149,-0.149,8.962,12.5577,0.000124,-0.000124,12.1195,0.0076,-0.0076,12.59,10.0,0;;;;
1551,EPIC 228737155.01,CANDIDATE,1.0,0.0,0.0,1.0,25.988289,0.011853,-0.0106,0.0,316.734,370.903,-178.538,0.0,28.26,33.09,-15.93,0.0,2457591.1566,0.016998,-0.018612,0.0,,0.18202,0.21195,-0.10128,4382.0,15.95,1.98,-1.44,184.1040264,-9.5159249,52.38494,288.69332,-7.10011,187.55791,7.4149419,0.1153717,-0.1153717,-7.05362,0.118968,-0.118968,-2.28644,0.0727326,-0.0727326,3177.47,575.795,-575.795,0.229718,0.0637703,-0.0637703,13.014,0.267,-0.267,11.461,0.053,-0.053,9.139,0.024,-0.024,8.421,0.073,-0.073,8.239,0.024,-0.024,8.179,0.023,-0.023,8.281,0.02,-0.02,8.149,0.021,-0.021,7.737,11.0772,0.000885,-0.000885,10.3122,0.0083,-0.0083,11.081,10.0,0;;;;
1552,EPIC 228753871.01,CANDIDATE,1.0,0.0,0.0,1.0,18.69646,0.00447,-0.00441,0.0,2.35,0.25,-0.2,0.0,0.21,0.022,-0.02,0.0,2457590.729,0.0108,-0.0108,0.0,2.2008,0.0278,0.0028,-0.0024,5212.0,0.76,0.04,-0.05,186.3564273,-8.7528167,53.5693,292.06702,-5.51398,189.30402,21.424486,0.0288571,-0.0288571,-5.21299,0.0520089,-0.0520089,-20.7806,0.0267379,-0.0267379,293.107,2.059,-2.031,3.38296,0.0236219,-0.0236219,14.199,0.019,-0.019,13.471,0.092,-0.092,11.832,0.024,-0.024,11.427,0.022,-0.022,11.347,0.019,-0.019,11.319,0.023,-0.023,11.358,0.021,-0.021,11.474,0.188,-0.188,8.634,13.1528,0.000625,-0.000625,12.6153,0.0067,-0.0067,13.19,10.0,0;;;;
1553,EPIC 228758948.01,CANDIDATE,1.0,0.0,0.0,1.0,12.20239,0.00072,-0.0007,0.0,4.15,0.21,-0.14,0.0,0.37,0.019,-0.012,0.0,2457586.8291,0.0024,-0.0023,0.0,4.0008,0.037,0.0018,-0.001,5869.0,1.01,0.04,-0.06,192.0993966,-8.5275804,54.33656,301.64258,-3.07216,194.44964,19.6230995,0.0595755,-0.0595755,-14.8272,0.0710466,-0.0710466,12.8538,0.0394393,-0.0394393,439.498,8.027,-7.748,2.2472,0.040515,-0.040515,13.67,0.05,-0.05,13.177,0.08,-0.08,11.836,0.027,-0.027,11.549,0.023,-0.023,11.47,0.024,-0.024,11.408,0.023,-0.023,11.447,0.021,-0.021,11.181,0.133,-0.133,8.665,12.8742,0.000308,-0.000308,12.438,0.0084,-0.0084,12.866,10.0,0;;;;
1554,EPIC 228784812.01,CANDIDATE,1.0,0.0,0.0,1.0,4.18787,0.00138,-0.00137,0.0,1.36,0.22,-0.19,0.0,0.121,0.02,-0.017,0.0,2457584.0327,0.0115,-0.0121,0.0,2.2008,0.0124,0.002,-0.0016,5589.98,0.97,0.05,-0.05,185.4282484,-7.4110169,54.71859,290.10234,-4.64763,187.92224,45.5643566,0.1122735,-0.1122735,-45.4408,0.112511,-0.112511,3.35325,0.0529153,-0.0529153,342.142,5.241,-5.088,2.89463,0.0437749,-0.0437749,13.528,0.048,-0.048,12.894,0.069,-0.069,11.55,0.027,-0.027,11.126,0.023,-0.023,11.056,0.024,-0.024,11.04,0.024,-0.024,11.101,0.021,-0.021,11.189,0.167,-0.167,8.988,12.6168,0.000234,-0.000234,12.1394,0.006,-0.006,12.613,10.0,0;;;;
1555,EPIC 228809391.01,CANDIDATE,1.0,0.0,0.0,1.0,19.57833,0.00492,-0.00484,0.0,2.77,0.21,-0.17,0.0,0.247,0.019,-0.015,0.0,2457596.804,0.0074,-0.0076,0.0,2.5992,0.0272,0.002,-0.0016,5613.0,0.94,0.06,-0.04,184.071828,-6.3856514,55.42352,287.41457,-4.24219,186.27402,14.0281413,0.0673069,-0.0673069,-7.90687,0.0889246,-0.0889246,-11.5875,0.0543844,-0.0543844,331.083,4.872,-4.734,2.99223,0.0434785,-0.0434785,13.483,0.011,-0.011,12.845,0.057,-0.057,11.472,0.027,-0.027,11.131,0.023,-0.023,11.106,0.019,-0.019,11.045,0.022,-0.022,11.09,0.02,-0.02,11.256,0.202,-0.202,8.472,12.6125,0.000169,-0.000169,12.1401,0.0066,-0.0066,12.595,10.0,0;;;;
1557,EPIC 228814754.01,CANDIDATE,1.0,0.0,0.0,1.0,0.844548,2.5e-05,-1.3e-05,0.0,1.005,0.04,-0.04,0.0,0.09,0.004,-0.004,0.0,2457583.055799,0.000584,-0.001471,0.0,0.58,0.0558,0.001,-0.001,3109.0,0.17,0.01,-0.01,186.2676323,-6.1638387,56.10218,291.12333,-3.17216,188.19332,242.788782,0.1169564,-0.1169564,14.1687,0.188809,-0.188809,-242.375,0.116635,-0.116635,44.1769,0.1799,-0.1785,22.608,0.0911284,-0.0911284,,,,17.81,0.2,-0.2,12.631,0.027,-0.027,12.19,0.025,-0.025,11.865,0.023,-0.023,11.687,0.023,-0.023,11.446,0.022,-0.022,11.454,0.197,-0.197,8.396,15.8793,0.001112,-0.001112,14.4351,0.0076448,-0.0076448,14.574,,0;;;;
1558,EPIC 228834632.01,CANDIDATE,1.0,0.0,0.0,1.0,11.73677,0.00795,-0.00854,0.0,1.82,0.23,-0.26,0.0,0.162,0.021,-0.023,0.0,2457591.6048,0.0292,-0.0299,0.0,2.1,0.027,0.0033,-0.0038,3984.72,0.76,,,189.0515603,-5.3353818,57.32814,295.89603,-1.31815,190.41352,27.3076877,0.0501137,-0.0501137,10.5668,0.0838862,-0.0838862,-25.1804,0.0414057,-0.0414057,282.554,3.032,-3.032,3.51073,0.0376921,-0.0376921,16.654,0.028,-0.028,15.219,0.034,-0.034,12.783,0.024,-0.024,12.133,0.022,-0.022,12.043,0.024,-0.024,11.919,0.023,-0.023,11.971,0.022,-0.022,11.524,0.232,-0.232,8.492,14.7667,0.000344,-0.000344,13.9588,0.0061,-0.0061,14.887,10.0,0;;;;
1559,EPIC 228836835 b,CONFIRMED,1.0,1.0,0.0,1.0,0.728113,6.3e-05,-6.3e-05,0.0,1.1,0.3,-0.2,0.0,0.098,0.027,-0.018,0.0,2457585.45061,0.0014,-0.0012,0.0,,0.0299,0.003,-0.0018,3782.0,0.32,0.07,-0.07,189.5748998,-5.2446247,57.47166,296.84098,-1.03008,190.85725,108.7583778,0.1249291,-0.1249291,-108.235,0.12526,-0.12526,10.6569,0.0840681,-0.0840681,150.124,1.799,-1.758,6.63375,0.0783233,-0.0783233,,,,16.77,0.2,-0.2,12.831,0.023,-0.023,12.225,0.026,-0.026,12.02,0.027,-0.027,11.877,0.023,-0.023,11.746,0.022,-0.022,11.412,0.202,-0.202,8.871,15.4185,0.000473,-0.000473,14.2591,0.0073441,-0.0073441,14.925,10.0,0;;;;
