,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
66,K00783.01,1,0,0,0,0,7.275040844,2455002.994,0.547,7.5377,3001.0,0.051358,0.10578,4.86,0.0732,85.29,833.0,113.64,6.66,0.4695,24.639503,234.95987,312.1,188.0,11111111111111111000000000000000,0.1322,5485.0,4.556,0.21,0.867,0.986,295.45529,50.49456,15.08,0.0,0.234,0.323,0.00066,0.00064,-0.054,-0.065,0.085,0.008,-0.134,0.134
67,K00784.01,1,0,0,0,0,19.27153892,2455019.771,0.031,2.7594,1219.8,0.031585,8.48241,1.93,0.1171,89.97,393.0,5.66,55.02,0.4639,6.437265,28.490973,37.1,67.0,11111111111111111000000000000000,0.8388,4077.0,4.702,-0.24,0.56,0.576,293.97336,50.53191,15.385,0.0,0.78,0.05,-0.00076,0.00145,0.2,-0.17,0.26,0.28,-0.23,0.36
68,K00784.02,1,0,0,0,0,10.06524317,2454969.289,0.628,1.369,1053.3,0.031153,18.09666,1.91,0.076,89.22,488.0,13.43,45.9,0.4639,5.446764,21.658537,30.3,126.0,11111111111111111000000000000000,0.0088,4077.0,4.702,-0.24,0.56,0.576,293.97336,50.53191,15.385,0.0,-0.42,0.02,0.00053,0.00116,0.11,-0.23,0.25,0.17,-0.23,0.28
69,K00785.01,1,0,0,0,0,12.3935651,2455011.747,0.883,3.8896,916.6,0.032536,0.27483,2.66,0.0983,86.13,677.0,49.68,13.07,0.398,5.6057496,31.608551,35.8,107.0,11111111111111111000000000000000,0.8571,5557.0,4.603,-0.4,0.75,0.832,296.02133,50.56778,15.505,0.758,0.13,0.39,0.00019,0.00011,-0.17,-0.04,0.17,-0.16,0.09,0.18
70,K00116.02,1,0,0,0,0,43.84439721,2454984.935,0.852,6.802,615.2,0.025934,0.22039,2.87,0.2395,88.27,531.0,18.77,28.2,0.3928,16.554466,65.59482,83.7,29.0,11111111111111111000000000000000,0.9647,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.012,0.19,0.01,0.0002,0.00012,0.12,-0.2,0.23,0.21,-0.03,0.22
71,K00798.01,-1,0,1,1,0,3.341913228,2455004.639,1.213,3.813,725.3,0.243351,0.01791,21.55,0.0415,56.44,1032.0,268.67,2.19,0.5086,5.0937037,32.72262,39.0,780.0,01111111111111111000000000000000,0.0,5295.0,4.551,-0.02,0.811,0.853,292.31595,38.27029,15.629,0.0,-8.51,0.75,0.00348,-0.00058,-5.106,0.825,5.172,-5.301,0.823,5.364
72,K00799.01,-1,0,0,1,0,1.626630225,2455002.82,1.26,2.1145,1620.6,0.305244,0.09631,32.43,0.026,58.03,1547.0,1355.88,2.38,0.3858,5.3061833,45.885685,103.6,664.0,11111011101110111000000000000000,0.8796,5735.0,4.41,-0.18,0.973,0.889,294.36819,38.31028,15.279,0.0,0.09,-1.31,-2e-05,0.0008,0.1,-0.809,0.82,-0.006,-0.96,0.96
73,K00800.01,1,0,0,0,0,2.711504086,2455003.034,0.023,3.0099,837.5,0.026533,0.91618,3.12,0.0401,89.81,1420.0,960.79,7.088,0.3288,6.3430967,48.726124,64.5,494.0,11111111111111111000000000000000,0.228,6214.0,4.442,0.07,1.076,1.169,291.65353,38.494659,15.541,0.0,0.42,0.32,-0.00037,-0.0003,-0.02,0.05,0.05,0.02,0.1,0.104
74,K00800.02,1,0,0,0,0,7.21203748,2455005.818,0.012,4.0491,950.4,0.028255,0.99867,3.32,0.077,89.95,1025.0,260.58,14.003,0.3288,6.1683164,40.04205,51.5,165.0,11111111111111111000000000000000,0.3431,6214.0,4.442,0.07,1.076,1.169,291.65353,38.494659,15.541,0.0,0.07,0.81,-0.00011,-0.00083,0.05,0.07,0.09,0.07,0.19,0.2
76,K00790.01,1,0,0,0,0,8.47237911,2455007.162,0.022,2.7245,1123.5,0.030119,3.86328,2.59,0.0778,89.95,751.0,75.44,24.47,0.4966,5.7419868,39.867977,47.6,159.0,11111111111111111000000000000000,0.9241,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339,0.046,1.18,0.22,-0.00048,0.00037,-0.148,0.09,0.17,-0.097,0.04,0.106
77,K00790.02,1,0,0,0,0,60.4189369,2455014.164,0.094,5.039,931.3,0.027422,4.26444,2.36,0.2884,89.94,390.0,5.49,93.71,0.4966,6.335456,15.139797,20.1,22.0,11111111111111111000000000000000,0.6244,5354.0,4.587,-0.08,0.788,0.884,296.36652,51.319519,15.339,0.424,-0.06,0.26,0.0007,0.00025,0.0,0.53,0.53,0.09,0.46,0.46
78,K00791.01,1,0,0,0,0,12.611904345,2455013.892,0.55,5.1497,6105.6,0.073758,0.61222,7.4,0.1058,88.17,753.0,76.15,17.27,0.4035,31.536423,207.6196,277.2,104.0,11111111111111111000000000000000,0.0586,5795.0,4.508,-0.02,0.919,0.992,289.11221,51.737381,15.14,0.0,-0.232,1.099,0.00117,0.00148,-0.065,-0.058,0.087,-0.033,-0.017,0.037
79,K00792.01,-1,0,1,0,0,1.433769925,2455003.404,1.268,1.8868,1976.3,0.318591,0.1372,46.58,0.0256,58.99,1920.0,3209.29,2.46,0.3534,10.709492,67.78838,112.6,481.0,11001100110011001000000000000000,0.0003,6017.0,4.22,0.02,1.339,1.083,290.84369,37.728828,15.122,0.021,0.4,-1.34,-0.00021,0.00026,-0.009,-0.105,0.106,0.035,-0.1,0.11
80,K00793.01,-1,0,1,1,0,10.31872301,2455006.315,1.215,3.836,871.7,0.247006,0.03681,28.59,0.0944,78.15,876.0,139.26,5.92,0.3661,9.854863,34.775192,38.2,130.0,11111111111111111000000000000000,0.9336,5927.0,4.409,0.07,1.06,1.05,291.84891,37.713501,15.065,0.0,8.13,-7.13,-0.00697,0.0046,3.77,-3.47,5.12,2.83,-3.84,4.77
81,K00794.01,1,0,0,0,0,2.539183147,2455002.675,0.238,2.4282,382.1,0.017724,1.46261,2.06,0.0355,88.28,1332.0,743.09,7.93,0.4603,4.680462,34.037075,38.9,528.0,11111111111111111000000000000000,0.2119,5519.0,4.35,0.14,1.062,0.921,291.43997,37.905659,15.026,0.085,-0.18,-0.06,3e-05,-0.00019,0.15,0.21,0.26,0.1,0.25,0.26
82,K00795.01,1,0,0,0,0,6.770300385,2455003.577,0.838,2.0844,1304.0,0.037414,1.45164,2.77,0.064,86.84,812.0,102.87,15.21,0.3117,6.5691905,43.840405,50.8,200.0,11111111111111111000000000000000,0.9274,5653.0,4.656,-0.84,0.679,0.767,290.87051,38.273628,15.591,0.005,-0.31,-0.73,0.0002,0.00057,0.09,0.065,0.11,0.05,-0.018,0.05
83,K00796.01,-1,0,1,1,1,0.444291966,2455002.865,1.258,2.0792,10967.0,0.396105,0.42351,27.51,0.0101,39.97,1836.0,2706.26,1.641,0.4535,40.64358,277.1132,299.7,1466.0,01111111111111111000000000000000,0.8848,5255.0,4.678,-0.72,0.636,0.709,290.99689,38.28492,15.748,0.0,5.224,-35.165,-0.0478,0.2722,1.47,-7.217,7.365,0.65,-7.91,7.94
84,K00797.01,0,0,0,0,0,10.181584004,2455010.142,0.92,3.5089,5741.1,0.084708,0.38059,7.73,0.0884,85.87,812.0,102.91,12.776,0.3238,27.099031,173.09894,183.6,129.0,01111111111111111000000000000000,0.5397,5988.0,4.541,-0.52,0.836,0.885,291.28195,38.241669,15.657,0.021,-0.151,-0.099,0.0008,-0.0003,0.004,0.008,0.009,-0.062,0.06,0.087
85,K00812.02,1,0,0,0,0,20.06036336,2454980.466,0.556,3.3203,1494.7,0.036455,3.09445,1.96,0.115,89.21,361.0,4.0,40.4,0.2365,7.1802754,27.241827,35.2,59.0,11111111111111111000000000000000,0.7533,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.016,0.56,0.04,-0.00124,-0.0001,0.0,-0.03,0.03,-0.18,-0.15,0.23
86,K00812.03,1,0,0,0,0,46.1842039,2454998.237,0.013,4.758,1394.7,0.033974,3.99779,1.83,0.2005,89.99,273.0,1.32,76.67,0.2365,6.2605453,18.020908,26.0,25.0,11111111111111111000000000000000,0.8358,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.006,0.08,-1.12,-0.00044,0.00144,-0.07,0.04,0.08,-0.25,-0.06,0.26
87,K00116.04,1,0,0,0,0,23.9800854,2454980.537,0.95,5.351,104.0,0.011879,0.05654,1.31,0.1602,85.45,649.0,41.94,11.98,0.3928,4.1784496,10.87813,17.1,56.0,11111111111111111000000000000000,0.9971,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.096,1.2,1.28,-7e-05,-0.000102,0.1,-0.62,0.64,0.3,-0.46,0.53
88,K00812.04,1,0,0,0,0,7.82502168,2454969.55,0.708,2.186,520.8,0.022312,2.54508,1.2,0.0614,87.99,494.0,14.05,20.2,0.2365,3.8379083,12.582854,15.9,154.0,11111111111111111000000000000000,0.251,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.048,1.18,-0.7,-0.00071,0.00031,0.31,-0.45,0.55,0.11,-0.58,0.59
89,K00813.01,1,0,0,0,0,3.895936525,2455003.528,0.524,2.3111,8544.8,0.08689,2.31292,7.34,0.046,87.56,1005.0,241.62,12.29,0.421,35.58241,375.5263,370.8,275.0,11111011101110111000000000000000,0.1164,5557.0,4.592,-0.3,0.774,0.866,294.65524,39.308361,15.725,0.0,0.026,-0.115,0.00211,-0.00111,-0.246,0.238,0.342,-0.01,-0.012,0.016
90,K00814.01,1,0,0,0,0,22.36646466,2455008.459,0.4,5.228,986.8,0.028938,1.12517,2.32,0.1449,89.26,536.0,19.45,31.0,0.421,6.2514634,25.599396,32.1,48.0,11111011101110111000000000000000,0.4848,5395.0,4.615,-0.34,0.734,0.821,294.71063,39.52174,15.583,0.799,-0.15,-0.33,0.00016,-0.00016,0.08,-0.09,0.12,0.09,-0.21,0.23
91,K00801.01,1,0,0,0,0,1.625522174,2455003.827,0.076,2.38963,7969.0,0.080543,1.28198,9.73,0.0265,89.22,1579.0,1467.41,5.6364,0.4695,43.135384,712.5235,799.7,657.0,11111011101110111000000000000000,0.254,5539.0,4.322,0.16,1.106,0.935,293.87192,38.422939,15.001,0.0,0.147,-0.53,-0.00134,-0.00226,0.01,0.195,0.195,-0.037,-0.01,0.038
92,K00802.01,0,0,0,0,0,19.620346923,2455014.882,0.458,2.0038,21725.0,0.137595,23.21659,13.6,0.1389,89.66,643.0,40.39,77.9,0.3928,73.60154,353.8584,340.5,52.0,11111011101110111000000000000000,0.3063,5710.0,4.492,-0.1,0.905,0.928,293.81619,38.563568,15.562,0.0,-0.225,-0.56,-0.0108,-0.0133,0.656,0.634,0.913,0.056,0.057,0.08
93,K00803.01,-1,1,0,1,0,7.544039,2455004.798,1.175,6.222,322.6,0.194187,0.00393,17.47,0.0731,58.94,838.0,116.46,2.28,0.3858,4.5001316,12.162734,14.2,143.0,01111011101110111000000000000000,0.0016,5657.0,4.567,-0.18,0.824,0.919,293.94116,38.601101,15.559,,32.76,6.49,,-0.00203,,,,,,
94,K00804.01,1,0,0,0,0,9.02930689,2455010.204,0.024,3.1449,1019.8,0.028718,2.66613,2.57,0.0796,89.94,757.0,77.75,22.57,0.4966,7.610865,47.37303,53.9,146.0,11111111111111111000000000000000,0.894,5349.0,4.526,-0.12,0.82,0.824,290.33362,38.72823,15.387,0.097,-0.36,0.28,-0.00038,-6e-05,0.23,0.18,0.29,-0.08,0.29,0.3
95,K00805.01,-1,0,1,0,0,10.328035714,2455007.581,0.281,7.7915,16918.0,0.118805,0.23528,13.28,0.0888,88.54,843.0,119.31,10.988,0.3928,76.945915,589.42316,636.8,114.0,01101111111111111000000000000000,0.529,5627.0,4.359,-0.1,1.024,0.874,287.69675,38.886452,15.646,0.0,0.088,-0.11,0.001,0.0008,-0.072,-0.022,0.075,-0.031,-0.042,0.053
96,K00806.01,1,0,0,0,0,143.2063047,2454987.236,0.379,8.9302,10566.0,0.094044,1.83449,8.9,0.5336,89.83,308.0,2.14,125.8,0.4695,45.13809,115.57215,138.8,9.0,11111111111111111000000000000000,-1.0,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,0.081,-0.232,-0.442,-0.0003,0.0009,-0.031,-0.042,0.052,0.031,-0.032,0.044
97,K00116.03,1,0,0,0,0,6.164876,2454968.639,0.646,3.262,55.8,0.007192,0.69664,0.79,0.0648,86.69,1021.0,256.35,11.19,0.3928,2.6950479,11.552998,14.4,207.0,11111111111111111000000000000000,0.6301,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.567,0.3,-0.34,1.2e-05,3e-05,-0.8,-0.22,0.8,-0.7,-0.04,0.7
98,K00806.02,1,0,0,0,0,60.32494216,2455076.893,0.224,6.6188,20280.0,0.128744,2.37656,12.19,0.2998,89.83,411.0,6.77,77.04,0.4695,88.82677,323.38303,347.2,22.0,11111111111111111000000000000000,0.0005,5485.0,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,0.051,-0.316,-0.356,0.0011,0.0,-0.01,0.012,0.016,0.065,0.042,0.078
100,K00807.01,-1,0,0,1,1,1.540397253,2455003.505,1.225,2.1541,816.1,0.257087,0.06102,25.69,0.0264,51.56,1470.0,1105.68,1.971,0.4191,7.5703845,32.004185,38.8,842.0,01111111111111111000000000000000,0.6173,5663.0,4.53,0.21,0.915,1.034,286.92639,38.921631,15.974,0.0,-2.91,-3.71,0.00168,0.00205,-6.5,0.31,6.5,-6.6,0.18,6.6
101,K00808.01,-1,0,0,1,1,2.99025443,2455004.983,0.014,5.414,589.2,0.021279,0.17407,1.7,0.0367,89.81,918.0,168.45,4.349,0.6323,4.439786,35.481506,48.5,454.0,11111111111111111000000000000000,0.0,4667.0,4.578,0.1,0.731,0.737,287.74881,38.92955,15.842,0.0,137.34,-4.82,-0.07562,0.0026,9.915,-0.051,9.915,9.688,0.06,9.688
102,K00809.01,1,0,0,0,0,1.594745374,2455003.648,0.514,1.9604,15044.0,0.115879,1.77544,11.3,0.0258,85.25,1539.0,1329.42,6.203,0.3342,62.03516,1015.921,1009.3,762.0,01101111111111111000000000000000,1.0,5934.0,4.491,-0.38,0.893,0.901,285.21381,39.027481,15.53,0.0,-0.31,-0.482,-0.0009,0.0006,0.009,-0.004,0.01,0.024,0.013,0.027
103,K00810.01,1,0,0,0,0,4.783002698,2455003.508,0.003,2.335,1008.7,0.028315,3.45234,2.5,0.0535,89.99,886.0,145.48,16.102,0.5256,7.252221,57.638233,70.6,281.0,11111111111111111000000000000000,0.5746,5170.0,4.574,0.18,0.807,0.891,287.09399,39.060719,15.119,0.282,0.2,0.15,-0.00022,2e-05,0.034,0.001,0.034,0.058,0.239,0.25
104,K00811.01,1,0,0,0,0,20.50588921,2455014.434,0.26,4.0595,2105.5,0.041039,2.64998,3.41,0.1326,89.62,518.0,17.06,38.91,0.5684,12.827003,70.729904,78.5,69.0,11111111111111111000000000000000,0.0106,4905.0,4.544,-0.04,0.761,0.739,289.31543,39.153278,15.398,0.722,-0.05,-0.1,0.00013,0.0001,-0.046,0.01,0.047,0.004,0.108,0.108
105,K00812.01,1,0,0,0,0,3.340218842,2455004.979,0.466,1.9104,1632.6,0.037683,3.23586,2.03,0.0348,87.85,656.0,43.73,12.4,0.2365,8.777286,58.181076,71.6,398.0,11111111111111111000000000000000,0.4776,3950.0,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,0.058,-0.59,0.05,0.00053,-0.00013,0.026,0.05,0.06,-0.15,-0.039,0.154
106,K00828.01,-1,0,1,1,0,2.507089906,2455004.002,1.255,2.0067,1339.2,0.295115,0.11003,30.26,0.0365,67.79,1326.0,730.47,3.32,0.3588,7.337525,50.679256,64.9,408.0,01111011101110111000000000000000,0.887,5926.0,4.506,-0.04,0.939,1.03,295.37805,40.493401,15.555,0.0,2.13,4.56,-0.002,-0.005,1.489,2.917,3.275,1.599,2.83,3.251
107,K00829.01,1,0,0,0,0,18.64932728,2455007.771,0.08,4.4056,893.6,0.027096,1.97596,3.12,0.139,89.86,701.0,57.13,33.12,0.4191,7.871079,36.000114,46.1,71.0,11111111111111111000000000000000,0.0683,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.0,-0.13,0.19,-0.00068,0.00041,0.42,-0.37,0.56,0.14,0.1,0.17
108,K00117.02,1,0,0,0,0,4.90144976,2454971.605,0.529,4.1654,140.7,0.011136,0.3709,1.7,0.0586,86.1,1262.0,598.74,7.78,0.4213,5.743281,33.185894,50.6,193.0,11111101110111011000000000000000,0.0464,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.054,0.26,0.3,-5.6e-05,-1.2e-05,-0.57,-0.15,0.59,-0.7,0.0,0.7
109,K00829.02,1,0,0,0,0,9.75192101,2454971.786,0.949,4.793,418.0,0.024042,0.044,2.76,0.0902,80.97,870.0,135.66,6.05,0.4191,4.4869766,24.258644,28.5,132.0,11111111111111111000000000000000,0.3894,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.482,-0.58,0.5,-0.00013,6e-05,0.16,0.03,0.16,-0.06,0.41,0.42
110,K00829.03,1,0,0,0,0,38.5576546,2454996.851,0.911,5.794,993.0,0.03498,0.19756,4.02,0.2255,87.91,550.0,21.71,24.9,0.4191,7.5526104,32.640865,39.7,37.0,11111111111111111000000000000000,0.5868,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,0.0,0.14,-0.07,-0.00101,0.0007,0.47,-0.04,0.47,0.26,0.31,0.41
111,K00830.01,1,0,0,0,0,3.525632539,2455003.048,0.12,2.59959,22335.0,0.13372,2.43681,11.58,0.0431,89.41,975.0,213.12,11.699,0.5167,162.61552,2078.4102,1996.7,382.0,11111111111111111000000000000000,0.1434,5150.0,4.572,0.08,0.793,0.855,290.58173,40.5774,15.224,0.0,0.1332,-0.1522,-0.00196,0.006,-0.01,-0.052,0.053,0.032,-0.231,0.233
112,K00815.01,0,0,0,0,0,34.84398644,2455005.633,0.934,2.9315,4523.6,0.080046,1.86832,7.61,0.1971,88.92,511.0,16.1,49.31,0.4341,15.928789,75.6448,76.8,40.0,11111111111111111000000000000000,0.1475,5509.0,4.482,-0.16,0.871,0.84,285.92001,39.624828,15.684,0.13,0.24,-0.2,-0.0012,-0.0001,0.074,0.004,0.074,-0.003,-0.271,0.271
113,K00816.01,1,0,0,0,0,7.748094239,2455007.997,0.517,3.5957,2472.1,0.046615,1.06292,5.52,0.081,88.02,964.0,204.39,15.0,0.381,13.618479,106.29421,113.2,133.0,01111011101110111000000000000000,0.0761,5973.0,4.439,0.36,1.085,1.181,294.4899,39.771439,15.67,0.097,0.11,-0.12,0.00054,-1e-05,-0.089,0.077,0.117,0.082,0.137,0.159
114,K00817.01,1,0,0,0,0,23.96793669,2455019.222,0.416,3.827,1182.3,0.03141,3.03325,1.8,0.1322,89.47,329.0,2.77,45.2,0.4768,5.809559,22.27284,27.5,43.0,11110111011101110000000000000000,0.7252,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.01,-0.55,0.67,0.00068,-0.00088,-0.23,0.05,0.23,-0.17,0.32,0.36
115,K00817.02,1,0,0,0,0,8.29561738,2454968.793,0.888,1.3421,824.3,0.03178,4.18931,1.82,0.0652,87.95,469.0,11.39,24.8,0.4768,3.484774,15.260293,17.9,119.0,11110111011101110000000000000000,0.8214,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,0.029,-0.13,1.06,0.00013,-0.00096,-0.33,0.5,0.6,-0.39,0.85,0.94
116,K00818.01,1,0,0,0,0,8.11437482,2455009.34,0.573,2.2736,1558.0,0.037204,3.76716,2.1,0.0649,88.61,460.0,10.55,23.58,0.4262,6.7459397,45.585175,56.4,167.0,11111111111111111000000000000000,0.1566,3692.0,4.753,0.28,0.517,0.553,288.81201,40.033401,15.877,0.024,-0.74,-0.8,0.00033,0.00054,0.08,-0.018,0.082,-0.588,-0.517,0.78
117,K00819.01,-1,0,1,0,0,38.036729482,2455029.935,0.501,4.34617,82872.0,0.27018,6.21385,27.5,0.2252,89.63,500.0,14.81,78.037,0.4785,456.11786,1785.2972,1300.0,26.0,11111011101110111000000000000000,0.0,5575.0,4.521,0.36,0.932,1.051,294.14789,40.055538,15.472,0.0,0.0081,0.0566,0.033,-0.075,-0.018,0.148,0.149,0.055,0.108,0.121
118,K00820.01,0,0,0,0,0,4.64090031,2455006.646,1.28,35.512,2450.6,0.333559,0.00218,30.09,0.0503,19.01,1155.0,421.08,1.354,0.2852,14.098484,135.01852,296.9,227.0,11111011101110111000000000000000,0.9095,6463.0,4.5,-1.66,0.826,0.786,295.11371,40.071171,15.27,0.029,-0.05,0.06,-9e-05,0.00051,0.007,-0.098,0.098,-0.073,-0.103,0.126
119,K00011.01,-1,0,1,1,1,3.747838198,2455004.665,1.121,5.0642,616.0,0.151387,0.00878,13.65,0.046,53.12,1031.0,266.76,1.868,0.4526,14.434505,98.60031,138.2,358.0,11111111111111111000000000000000,0.861,5514.0,4.569,-0.04,0.826,0.926,291.06152,50.265129,13.496,0.0,1.64,-9.57,-0.000787,0.004598,1.1,-11.11,11.17,1.06,-11.18,11.23
120,K00117.01,1,0,0,0,0,14.74914825,2454971.778,0.173,6.0995,430.2,0.018864,0.55575,2.89,0.1221,89.47,874.0,137.91,18.56,0.4213,11.163704,66.187065,107.4,72.0,11111101110111011000000000000000,0.7875,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.0,-0.21,-0.06,2.1e-05,0.000114,0.34,0.24,0.42,0.19,0.38,0.43
121,K00821.01,1,0,0,0,0,21.81295996,2455007.011,0.053,4.3791,1175.4,0.030952,2.39175,3.38,0.1495,89.92,639.0,39.33,39.183,0.4603,6.4162097,31.21894,37.8,45.0,01101011101110111000000000000000,0.1204,5601.0,4.41,0.08,0.999,0.934,294.77686,40.15374,15.54,0.448,-0.16,-0.27,0.00016,0.00033,0.1,0.07,0.13,0.02,0.0,0.02
122,K00822.01,-1,0,1,0,0,7.91936937,2455005.181,0.733,3.3148,15148.0,0.121984,1.13074,10.34,0.0737,87.3,814.0,104.0,15.534,0.3556,47.533234,385.42834,389.0,132.0,11110111011101110000000000000000,0.0163,5690.0,4.588,-0.4,0.776,0.852,283.53845,40.217999,15.805,0.0,-0.3,-0.324,0.0003,-0.0022,-0.015,0.006,0.016,-0.025,-0.065,0.07
124,K00824.01,1,0,0,0,0,15.37562369,2455006.614,0.692,3.3169,15337.0,0.12103,2.43887,11.01,0.1121,88.73,600.0,30.54,31.24,0.582,33.115784,170.02856,166.0,50.0,01000011011101110000000000000000,0.4872,4986.0,4.496,0.16,0.833,0.793,283.25354,40.358189,16.422,0.006,-0.39,-0.008,-0.0008,-0.002,0.008,-0.034,0.035,-0.063,0.093,0.112
125,K00825.01,1,0,0,0,0,8.10363271,2455009.949,0.047,3.161,887.9,0.026361,2.33533,2.11,0.0712,89.87,687.0,52.82,20.09,0.6188,7.0046763,33.637074,39.3,131.0,11110111011101110000000000000000,0.5907,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,0.0,-0.65,-0.75,0.00038,-0.00137,-0.02,0.2,0.2,-0.11,-0.24,0.26
126,K00825.02,1,0,0,0,0,4.71510843,2454967.962,0.258,2.506,417.5,0.018268,2.42359,1.46,0.0496,88.96,823.0,108.84,14.18,0.6188,3.765065,16.489346,21.3,208.0,11110111011101110000000000000000,0.7292,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,0.02,0.44,-1.37,-0.00026,-0.00036,0.16,-0.13,0.21,0.11,-0.59,0.6
127,K00826.01,1,0,0,0,0,6.365839713,2455004.136,0.524,2.9721,780.7,0.026275,1.41102,2.44,0.0659,87.92,914.0,165.33,14.46,0.3858,7.331596,58.17086,70.8,216.0,11111111111111111000000000000000,0.1852,5776.0,4.554,-0.18,0.849,0.939,291.14951,40.420521,15.09,0.871,0.07,-0.16,-1e-05,-4e-05,-0.025,0.042,0.049,-0.019,-0.131,0.133
128,K00827.01,-1,0,0,1,0,5.97581754,2455007.776,0.941,3.065,962.4,0.035468,0.14724,3.86,0.066,81.71,1047.0,284.25,6.53,0.3511,7.281016,42.549767,50.3,181.0,11111011101110111000000000000000,0.9854,6108.0,4.471,-0.08,0.997,1.072,294.22397,40.417858,15.546,0.0,-0.06,1.33,9e-05,-0.00104,0.3,1.22,1.25,0.34,1.22,1.26
129,K00839.01,-1,0,0,1,1,2.446737317,2455003.67,1.241,4.7211,1177.9,0.278526,0.01691,26.25,0.0351,44.81,1261.0,597.19,1.749,0.3928,25.09719,98.78201,110.2,552.0,11111111111111111000000000000000,0.6521,5764.0,4.548,-0.12,0.863,0.959,298.96112,40.862808,15.021,0.0,-97.44,26.11,0.07152,-0.01944,-7.286,2.749,7.787,-7.438,2.48,7.841
130,K00840.01,1,0,0,0,0,3.04033046,2455002.949,0.736,1.8411,10859.0,0.104023,2.31195,8.99,0.0374,85.95,1021.0,257.29,10.41,0.5575,50.342957,653.36066,568.2,440.0,11111111111111111000000000000000,0.2726,5035.0,4.519,-0.06,0.791,0.754,299.3161,40.82238,15.028,0.0,0.483,-0.345,-0.00348,0.00219,0.243,-0.509,0.564,-0.01,0.115,0.116
131,K00841.01,1,0,0,0,0,15.33528675,2455007.003,0.773,3.897,3081.4,0.056,0.81659,5.0,0.1179,87.95,610.0,32.67,21.65,0.5256,13.146613,84.09906,86.6,85.0,11111111111111111000000000000000,0.0447,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.0,-0.25,-0.16,0.00162,0.00184,-0.35,-0.35,0.49,-0.076,0.031,0.083
132,K00117.04,1,0,0,0,0,7.95825328,2454970.802,0.706,4.377,50.0,0.006915,0.29918,1.06,0.0809,85.95,1074.0,314.15,10.01,0.4213,2.978392,10.168395,14.7,109.0,11111101110111011000000000000000,0.0302,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,0.628,0.08,0.58,-1.2e-05,-1.8e-05,0.75,-0.61,0.96,0.61,-0.46,0.76
133,K00841.02,1,0,0,0,0,31.33046135,2454986.43,0.798,5.176,5073.8,0.072904,0.70448,6.5,0.1898,88.62,481.0,12.61,33.19,0.5256,23.140947,110.02644,117.2,46.0,11111111111111111000000000000000,0.4851,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,0.0,-0.05,-0.06,0.00168,0.0026,-0.25,-0.379,0.45,-0.081,-0.016,0.082
134,K00831.01,-1,0,1,0,0,3.9043425,2455006.394,0.709,3.831,16228.0,0.125229,0.39988,12.28,0.0484,84.06,1104.0,351.05,6.856,0.3928,110.279724,1224.3164,323.4,275.0,11111011101110111000000000000000,0.1597,5810.0,4.526,-0.06,0.898,0.989,294.05676,40.549679,15.016,0.0,0.0657,-0.0282,0.00292,-0.00299,-0.05,0.123,0.132,0.075,-0.006,0.075
