,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
11684,225.01,CANDIDATE,,8.298919,9680.0,4658.0,0.773851,4.53096,343.88039,-24.409733
11685,2250.01,FALSE POSITIVE,0.8152977,1.097663,100.7822209,5729.0,0.96947,4.47487,296.355007,67.310971
11686,2251.01,CANDIDATE,11.5743379,17.4058,14570.0,5776.0,1.46,4.13,278.989527,70.160757
11687,2252.01,CANDIDATE,12.3795255,12.6543361,824.7598557,6582.0,2.7841101,3.69,270.277609,61.347153
11688,2253.01,CANDIDATE,85.4244796,4.4208054,1134.2233028,5697.0,1.29609,4.21712,276.868143,73.264575
11689,2254.01,CANDIDATE,26.4576972,2.49286,330.0,5706.0,1.37,4.84423,275.393588,62.369002
11690,2255.01,CANDIDATE,11.9540621,19.7711022,9078.8474495,6049.0,1.25019,4.438,316.892698,74.383252
11691,2256.01,CANDIDATE,13.961418,2.2841549,792.671126,5270.9,0.813544,4.438,225.315683,40.946827
11692,2257.01,CONFIRMED,35.1891758,2.1945136,4455.9492951,3446.0,0.326932,4.89707,194.739614,77.661716
11693,2258.01,FALSE POSITIVE,9.6799763,14.6796,14980.0,5980.0,1.11,4.39,268.029535,62.79094
11694,2259.01,CANDIDATE,16.5937618,4.3300314,571.8267861,6690.0,1.7449,4.1059,244.5642,42.62706
11695,226.01,FALSE POSITIVE,,4.214299,13400.0,3396.0,0.334,4.91468,342.967188,-24.78778
11696,2260.01,CONFIRMED,0.3524437,1.5937943,312.8469542,5432.0,0.898416,4.51,247.667,49.046789
11697,2261.01,CANDIDATE,1.9011578,4.67082,1820.0,5392.0,0.99,,284.022679,70.25412
11698,2262.01,CANDIDATE,1.4937354,1.6454,163.0,6328.0,1.28,4.32136,266.406455,59.514199
11699,2263.01,CANDIDATE,,1.6330887,357.7289632,5599.0,0.852643,4.57217,237.961131,83.110888
11700,2264.01,CANDIDATE,121.3458207,4.5374365,1939.352998,6140.0,0.957395,4.54184,295.927746,78.725919
11701,2265.01,CANDIDATE,0.8294084,2.4799192,254.6127529,5951.67,1.52424,4.438,239.787768,32.395973
11702,2266.01,CANDIDATE,2.3262137,1.6981838,4164.165866,3244.0,0.261162,4.97167,245.28004,31.577041
11703,2267.01,CANDIDATE,3.4950281,1.2581871,2156.6495218,3022.0,0.242745,4.99625,65.061496,84.900824
11704,2267.03,CANDIDATE,2.2890838,1.0236333,1667.1845632,3022.0,0.242745,4.99625,65.061496,84.900824
11705,2268.01,CANDIDATE,7.1566025,3.1263063,674.5586897,5910.35,1.13489,4.35957,226.46964,39.636553
11706,2269.02,CANDIDATE,2.8411128,1.4856408,617.8400045,3872.0,0.548484,4.69525,264.147896,77.126216
11707,2269.03,CANDIDATE,10.4032154,1.6510955,900.1066666,3872.0,0.548484,4.69525,264.147896,77.126216
11708,227.01,CANDIDATE,,2.432614,30400.0,2808.0,0.128,5.20628,356.527357,-16.691464
11709,2270.01,CANDIDATE,,2.7599934,261.9656428,6380.43,1.61077,4.1278,244.382265,61.368246
11710,2271.01,CANDIDATE,26.5455297,34.0846,8720.0,6180.0,1.68,4.06,296.710289,70.071943
11711,2272.01,CANDIDATE,32.8236817,5.1519952,368.5500142,6258.0,2.63025,3.68336,359.853101,68.384119
11712,2273.01,CANDIDATE,46.5572634,2.1355068,319.9371468,6495.0,1.15083,4.43957,81.240221,79.74934
11713,2274.01,CANDIDATE,2.6796118,2.5251194,994.5497665,3943.0,0.63072,4.62547,277.459311,40.541412
11714,2274.02,CANDIDATE,1.1188034,1.3456663,410.3031554,3943.0,0.63072,4.62547,277.459311,40.541412
11715,2275.01,CANDIDATE,20.1545356,2.2971871,1061.516118,4863.0,0.712388,4.63136,234.512299,69.017531
11716,2276.01,CANDIDATE,76.864573,1.767882,397.5359134,5482.02,0.877042,4.5343,261.836763,58.214352
11717,2277.01,CANDIDATE,101.9509736,3.3789105,178.9213506,6358.0,2.43663,3.76624,273.497311,80.658462
11718,2278.01,CANDIDATE,1.4663162,0.9772255,891.4664659,3412.0,0.322738,4.9014,289.513338,56.236779
11719,2279.01,CANDIDATE,3.1433617,2.2886699,821.1578764,4962.0,0.794997,4.55115,255.245795,45.386283
11720,228.01,CONFIRMED,2.6865041,13.7470239,12250.4189724,5738.0,1.18274,4.23836,358.558844,-30.013038
11721,2280.01,CANDIDATE,18.6016754,9.1300283,559.9932489,6175.0,3.7007,3.37301,254.588507,45.936445
11722,2281.01,CANDIDATE,210.668358,2.8961818,342.5966404,6683.0,1.52592,4.22146,294.390164,66.971432
11723,2282.01,CANDIDATE,12.5536564,2.6465835,192.2778756,7020.0,1.84505,4.09526,294.376052,74.78231
11724,2283.01,CANDIDATE,0.4018586,0.5525072,111.3648011,3621.0,0.520283,4.7197,248.333273,63.524496
11725,2284.01,CANDIDATE,4.968923,2.5692919,381.0968827,6109.0,1.20835,4.33438,252.471891,47.316983
11726,2285.01,CONFIRMED,27.2695221,1.9042062,1695.5626211,3546.0,0.460014,4.77262,332.563264,58.706093
11727,2286.01,CANDIDATE,179.4128684,4.0659473,731.2111071,6863.0,1.4648,4.27882,292.823315,72.538317
11728,2287.01,CANDIDATE,11.8117548,1.9490418,186.4976867,6037.0,1.20105,4.32817,222.75079,85.895391
11729,2288.01,CANDIDATE,8.9172703,3.0462308,2410.8867712,4066.0,0.605243,4.67766,251.11918,60.086043
11730,2289.01,CANDIDATE,63.3751398,2.7983788,743.7276952,5717.0,1.01496,4.43377,255.097557,39.73025
11731,229.01,CONFIRMED,3.1260778,10.9257115,11383.7527081,5100.0,0.874706,4.4651,5.237757,-35.998465
11732,2290.01,CANDIDATE,0.3862305,1.4858815,600.8664288,3863.0,0.566304,4.67991,321.599582,68.640531
11733,2291.01,CANDIDATE,9.4059048,2.5072948,1795.4298277,3869.0,0.475701,4.75875,304.299053,65.871559
11734,2292.01,CANDIDATE,7.076922,2.6850765,712.6526915,5781.0,0.996621,4.45679,304.266636,65.153844
11735,2293.01,CANDIDATE,6.068277,2.2175165,1750.4226251,3668.0,0.499376,4.73795,115.593377,70.404076
11736,2294.01,CANDIDATE,340.3877311,3.6888424,718.3774619,6424.0,1.27808,4.33722,288.108567,54.640427
11737,2295.01,CANDIDATE,100.1147944,5.1800896,1180.5148284,5660.0,1.47127,4.10485,281.576196,50.492466
11738,2296.01,CANDIDATE,139.2632286,1.8388146,403.2688035,5373.01,0.90717,4.49164,266.931576,55.872814
11739,2297.01,CANDIDATE,22.04977,2.1476505,651.2620434,4836.0,0.794435,4.53282,250.739892,76.449587
11740,2298.01,CANDIDATE,,2.9646812,2042.5702647,4239.0,0.659937,4.61861,274.512058,74.466535
11741,2299.01,CANDIDATE,165.0212761,3.6930639,2733.6828342,5780.0,0.699973,4.56973,286.227961,79.755949
11742,2300.01,CANDIDATE,4.8566993,2.44844,980.0,5607.0,0.8,4.63178,297.416187,68.883354
11743,2300.02,CANDIDATE,15.4433582,5.54303,4670.0,5607.0,0.8,4.63178,297.416187,68.883354
11744,2301.01,CANDIDATE,6.0541142,2.58139,237.7964232,6187.0,1.61283,4.09624,228.568622,51.468846
11745,2302.01,CANDIDATE,1.3103832,9.8603222,3904.2824741,5228.0,0.928507,4.45189,336.279186,-52.536671
11746,2303.01,FALSE POSITIVE,0.7196291,12.2917419,4971.1456595,6454.0,1.69458,4.3,348.296702,-53.832813
11747,2304.01,CANDIDATE,9.4090394,3.8552939,935.9790253,6223.0,1.2331,4.33525,339.436261,-30.608282
11748,2305.01,CANDIDATE,0.918902,15.2109193,6718.8492909,5382.0,1.1659,4.4,29.608056,-66.339155
11749,2306.01,CANDIDATE,2.9906607,11.3762744,10475.6817425,5535.6,1.10305,4.4,324.800775,-44.375271
11750,2307.01,CANDIDATE,2.681646,14.2162158,8584.4860991,5465.0,1.285,4.4,330.135944,-29.148589
11751,2308.01,CANDIDATE,3.8686895,13.7630707,8020.383303,6373.5,1.3337801,4.2,8.980505,-64.722442
11752,2309.01,CANDIDATE,20.2771081,4.6149105,855.6760256,6276.1,1.37617,4.25063,2.944822,-68.57012
11753,231.01,CONFIRMED,3.3610011,12.7273456,24041.8651592,5375.0,0.817705,4.49371,348.157128,-22.674125
11754,2311.01,CANDIDATE,1.5933772,9.012542,7842.0221441,5289.4,0.885125,4.5,326.272747,-20.032514
11755,2312.01,CANDIDATE,3.1856867,9.6996583,7883.5750763,5590.5,1.0,4.4,327.617657,-46.295257
11756,2313.01,CANDIDATE,1.8904029,10.3882298,3999.3515606,5816.0,1.0,4.3,354.816867,-78.746529
11757,2314.01,CANDIDATE,15.937546,11.9220549,4172.2924827,6093.1,1.55033,4.1,350.869745,-52.175942
11758,2315.01,CANDIDATE,1.4408228,9.7835563,4470.5580829,5941.2,1.16489,4.3,320.524083,-27.554409
11759,2316.01,CANDIDATE,3.0958985,19.2443952,10354.9916952,6764.0,1.25844,4.3,335.53692,-30.763927
11760,2317.01,FALSE POSITIVE,,11.625865,6007.8703021,5635.75,1.43565,4.12397,255.328342,51.529396
11761,2318.01,CANDIDATE,,6.5071192,2749.2099367,4968.0,0.844548,4.438,262.589332,40.369465
11762,2319.01,CONFIRMED,,3.6654919,620.7801371,6329.0,1.39619,4.24509,253.784885,20.491524
11763,232.01,CONFIRMED,1.3382307,14.83782,27218.8341043,5436.0,0.894974,4.46024,353.562915,-42.061779
11764,2320.01,FALSE POSITIVE,,18.0,4111.2234826,5879.0,1.23623,4.28122,247.657124,56.399869
11765,2321.01,CANDIDATE,,2.9756389,917.617336,5645.84,0.974373,4.46148,196.736409,16.54934
11766,2322.01,CANDIDATE,20.2259183,1.85143,460.0,4465.0,0.7,4.6,116.973103,-71.001967
11767,2322.02,CANDIDATE,11.3072061,1.07166,220.0,4465.0,0.7,4.6,116.973103,-71.001967
11768,2323.01,FALSE POSITIVE,0.98656,3.78687,390.0,5522.0,1.64,3.99,352.192845,-76.636896
11769,2324.01,CANDIDATE,1.0371,2.49221,290.0,6413.0,1.5,4.2,337.887071,-23.16505
11770,2325.01,CANDIDATE,4.26991,8.95578,2240.0,6580.0,1.62,4.16,343.544632,-36.287777
11771,2327.01,CANDIDATE,82.7891491,3.1660662,1071.506561,6115.0,0.957772,4.5616,103.422149,-73.075713
11772,2328.01,CANDIDATE,17.1019622,10.1067,11430.0,5302.3,0.93,4.4,31.690742,-81.247376
11773,2329.01,CANDIDATE,6.5346692,10.8572,6500.0,5424.0,1.33,3.35,94.278691,-52.338502
11774,233.01,CANDIDATE,11.6700268,2.017826,2778.7559551,3644.0,0.380272,4.79912,343.708612,-18.912445
11775,233.02,CANDIDATE,7.2015327,1.7056002,1987.0499089,3644.0,0.380272,4.79912,343.708612,-18.912445
11776,2330.01,CONFIRMED,2.2088214,11.6656,7770.0,5960.4,1.26,4.27,172.858645,-41.689518
11777,2331.01,CANDIDATE,4.7150942,7.48939,7460.0,3798.0,0.57,4.67,62.671535,-32.99244
11778,2332.01,CANDIDATE,7.4972297,11.9137,14480.0,5596.2,1.0,4.43,139.741548,-15.30808
11779,2333.01,CANDIDATE,14.2197641,8.78678,2390.0,6115.0,1.83,3.97,54.221383,-60.061476
11780,2334.01,CANDIDATE,7.9980831,10.9403,3960.0,5556.0,1.7,3.97,49.154193,-48.107918
11781,2335.01,CANDIDATE,1.4492052,6.15666,1200.0,6004.9,1.12,4.39,50.826623,-40.453518
11782,2336.01,CANDIDATE,7.7119328,10.9933,3430.0,6458.0,1.83,4.03,230.230416,-33.69246
11783,2337.01,CONFIRMED,2.9940273,12.2741095,1242.7738921,4784.0,3.22859,,290.619895,60.853904
11784,2338.01,CANDIDATE,22.6539607,12.2765,11530.0,5523.0,1.12,4.33,81.344582,-34.668249
11785,2339.01,CANDIDATE,9.7728388,8.8917,1330.0,5636.8,2.44,3.66,105.762026,-55.368285
11786,234.01,CANDIDATE,2.8392809,11.1582057,35948.028328,3642.0,0.54933,4.438,2.568852,-26.282408
11787,2340.01,FALSE POSITIVE,1.6471574,6.06894,3880.0,5027.0,0.73,4.64,42.261441,-16.557655
11788,2341.01,CANDIDATE,0.87741,8.59148,12050.0,3495.0,0.62,4.64,306.843521,-53.220653
11789,2342.01,FALSE POSITIVE,3.9471567,3.86968,1880.0,4794.0,0.84,4.47,86.458859,-32.947641
11790,2343.01,CANDIDATE,3.2553185,6.72917,1920.0,5927.0,1.25,4.28,58.616173,-31.344895
11791,2344.01,CANDIDATE,8.30539,10.8924,3050.0,5929.0,2.03,3.86,257.715033,-75.729992
11792,2345.01,CANDIDATE,1.0526157,1.4203085,358.5076064,4621.0,0.758575,4.54,43.884794,-34.977975
11793,2345.02,CANDIDATE,42.1289893,2.3404732,961.655867,4621.0,0.758575,4.54,43.884794,-34.977975
11794,2346.01,CANDIDATE,3.3311975,14.877,12390.0,6605.0,1.33,4.33,88.092907,-13.372469
11795,2347.01,CANDIDATE,1.1736318,8.1147,1470.0,6033.7,1.93,3.92,52.487605,-0.904217
11796,2348.01,CANDIDATE,1.2043785,4.985,1170.0,6595.0,1.38,4.3,86.254678,-13.326617
11797,2349.01,CANDIDATE,11.5738497,22.4042,18730.0,5782.0,1.61,4.04,143.259339,-13.830634
11798,235.01,CANDIDATE,10.0902673,,2509.9362833,5454.42,,3.44247,46.197914,-73.396374
11799,2350.01,CANDIDATE,8.6251769,7.55444,1690.0,5484.0,1.08,4.35,97.408122,-21.994385
11800,2350.02,CANDIDATE,4.8714085,3.8394,1180.0,5484.0,1.08,4.35,97.408122,-21.994385
11801,2351.01,CANDIDATE,5.2524792,20.7884,23400.0,5728.0,1.27,4.24,192.661632,-14.565099
11802,2352.01,CANDIDATE,1.6804461,5.37039,2020.0,5695.0,1.04,4.41,87.373285,-25.375613
11803,2353.01,CANDIDATE,5.7518756,5.63435,810.0,6510.3,1.98,3.97,103.245394,-67.53926
11804,2354.01,FALSE POSITIVE,0.5109902,9.54792,2720.0,6095.0,1.53,4.13,192.32172,-21.333033
11805,2355.01,CANDIDATE,1.2708,4.08344,1360.0,6296.0,1.17,4.39,199.021029,-33.76396
11806,2356.01,CANDIDATE,3.66275,3.52758,970.0,6150.0,1.22,4.33,79.61789,-28.00593
11807,2357.01,CANDIDATE,7.0955,11.9938,5430.0,6493.0,1.58,4.17,197.200536,-31.499464
11808,2358.01,CANDIDATE,1.12608,5.12388,1700.0,6423.0,1.24,4.36,196.285834,-31.985378
11809,2359.01,CANDIDATE,5.1858,18.5118,4550.0,6130.0,2.7,3.64,83.818664,6.587708
11810,236.01,FALSE POSITIVE,4.534451,23.183789,23574.842911,6421.5,1.47459,4.19,358.444734,-10.884958
11811,2360.01,FALSE POSITIVE,22.84518,15.1752,9210.0,5963.1,1.57,4.08,46.659674,-66.007932
11812,2361.01,CANDIDATE,8.71546,12.1387,12010.0,5395.0,1.06,4.36,184.982551,-27.284837
11813,2362.01,CANDIDATE,6.9444047,10.1119,4500.0,6104.5,1.42,4.19,34.954262,-62.503817
11814,2363.01,CANDIDATE,5.5436298,13.5659,5400.0,6510.0,1.81,4.05,112.875366,-52.985887
11815,2364.01,CANDIDATE,4.0197555,9.57594,9750.0,5216.0,0.94,4.44,89.130026,-5.01203
11816,2365.01,CANDIDATE,0.659752,6.07841,1311.0,5832.0,1.25,4.26,108.017449,-50.247778
11817,2366.01,CANDIDATE,17.1869882,12.9307,3130.0,6049.7,2.05,3.87,88.505022,-3.639907
11818,2367.01,CANDIDATE,5.74984,14.4892,17690.0,6046.0,1.08,4.42,333.111347,-26.92637
11819,2368.01,CANDIDATE,5.1750108,10.7741,13300.0,5177.0,0.89,4.48,134.957623,-48.488493
11820,2369.01,CANDIDATE,3.36376,10.7493,7030.0,5713.3,1.27,4.24,83.913807,4.82797
11821,237.01,CONFIRMED,5.433729,1.741587,6530.706532,3139.0,0.214,5.04944,353.243538,-29.416487
11822,2370.01,CANDIDATE,12.6826724,5.24953,2490.0,5851.0,1.04,4.43,132.898822,-16.386277
11823,2371.01,CANDIDATE,4.8984239,12.907,9930.0,5774.0,1.29,4.23,137.31171,-19.778021
11824,2372.01,CANDIDATE,1.17971,18.0295,3780.0,6127.1,2.61,3.67,144.040606,-24.751118
11825,2373.01,CANDIDATE,13.3368173,11.2448,8210.0,5517.0,1.2,4.26,61.68622,-16.755755
11826,2374.01,CANDIDATE,4.31362,8.01917,9490.0,4929.5,0.8,0.1,319.498241,-22.049823
11827,2375.01,CANDIDATE,6.16096,19.3983,23330.0,5669.0,1.19,4.29,335.74211,30.573268
11828,2376.01,CANDIDATE,3.1825049,8.9001756,3993.2120913,5672.5,1.3954,4.4,344.743989,-23.148028
11829,2377.01,CANDIDATE,1.6764644,18.2086879,36528.8544084,4155.0,0.622666,4.66247,341.871773,-15.572947
11830,2378.01,CANDIDATE,3.497278,11.4931223,17354.7453004,4940.0,0.80797,4.53,31.617523,-56.19888
11831,2379.01,CANDIDATE,5.4694164,11.4533098,31871.4441636,3770.0,0.638902,4.61871,358.092047,-53.043156
11832,238.01,CANDIDATE,1.2730996,1.8615822,378.7051286,5024.0,0.766028,4.5685,349.231081,-18.606646
11833,2380.01,CONFIRMED,5.2156229,17.668779,5199.6450119,6067.2,2.39014,3.73,0.325761,-8.926251
11834,2381.01,CANDIDATE,5.0450365,16.7060661,14390.5886306,5337.0,1.16636,4.5,13.643588,-67.915159
11835,2382.01,CANDIDATE,4.6610367,12.1721875,4876.1764646,5884.5,1.52373,4.3,356.375185,-16.114124
11836,2383.01,CANDIDATE,3.1348115,13.9277105,9565.6720615,5503.0,1.05637,4.4,1.484836,-20.653955
11837,2384.01,CANDIDATE,2.1356844,11.4989584,28827.494553,3678.2,0.666652,,36.156146,-65.000196
11838,2385.01,CANDIDATE,3.1580768,13.0802564,16514.3913437,4367.6,1.02417,,26.965078,-61.686758
11839,2386.01,CONFIRMED,2.7567395,13.8044661,9248.4759918,6034.0,1.28427,4.26998,4.603042,-15.267404
11840,2387.01,CANDIDATE,5.6601098,12.3816484,8427.6778878,5859.8,1.1873699,4.4,20.410382,-64.87571
11841,2389.01,CANDIDATE,2.3365668,17.4639925,13119.1721904,5335.0,0.910484,4.5,357.962301,-19.17848
11842,239.01,CONFIRMED,4.1567815,9.7646046,4745.3548445,6362.5,1.38831,4.59,358.408479,-10.118118
11843,2390.01,CANDIDATE,2.1194575,10.0996695,1820.4503181,7022.0,1.99761,4.2,5.128602,-61.386174
11844,2391.01,CANDIDATE,7.8368994,21.2969016,14317.040947,5774.8,1.75826,4.4,10.162056,-60.880424
11845,2392.01,CANDIDATE,5.9123876,3.12192,340.0,6187.3,1.76,3.87,83.783703,-64.11662
11846,2392.02,CANDIDATE,3.407219,2.96227,230.0,6187.3,1.76,3.87,83.783703,-64.11662
11847,2393.01,CANDIDATE,18.84184,9.05304,5970.0,5603.0,1.1,4.35,32.943352,-56.756226
11848,2394.01,CANDIDATE,3.4977868,3.47575,1790.0,5356.0,0.81,4.59,178.890769,-10.029102
11849,2395.01,CANDIDATE,15.7373186,12.2054,10720.0,6394.0,1.14,4.43,175.879369,-7.296091
11850,2396.01,CANDIDATE,1.5099302,8.891,2230.0,5735.0,1.76,3.96,170.150082,-26.153136
11851,2397.01,CANDIDATE,6.00327,7.59354,4920.0,5527.0,1.06,4.37,18.496744,-6.826842
11852,2398.01,CANDIDATE,19.4061437,8.75357,11150.0,5099.0,0.82,4.55,173.703285,-25.604717
11853,2399.01,CANDIDATE,5.4681892,11.2463,4290.0,6597.0,1.61,4.16,175.472837,-21.796763
11854,240.01,CANDIDATE,19.4711018,2.978845,1786.1954227,4333.0,0.702945,4.5109,14.75491,-44.160869
11855,2400.01,FALSE POSITIVE,1.0339,5.37338,520.0,6444.0,2.28,3.84,118.937216,-54.266268
11856,2401.01,CANDIDATE,5.8682143,19.0886,2730.0,6294.0,3.1,3.55,146.44726,-25.457737
11857,2402.01,CANDIDATE,5.5094951,8.55825,7700.0,5519.0,0.97,4.45,156.527712,-17.262814
11858,2403.01,CONFIRMED,1.8098957,21.924454,12996.6945233,6278.2,1.89121,3.97,26.632936,2.700389
11859,2404.01,CANDIDATE,20.3627006,4.058637,1128.3173108,6142.0,1.18003,4.35874,98.442149,-74.190098
11860,2404.02,CANDIDATE,74.6046354,9.2858352,2270.6859446,6142.0,1.18003,4.35874,98.442149,-74.190098
11861,2404.03,CANDIDATE,746.0664156,7.1794044,2208.0756338,6142.0,1.18003,4.35874,98.442149,-74.190098
11862,2405.01,CANDIDATE,1.9794007,3.4540074,2120.6966619,4001.0,0.756551,4.47278,45.144066,-51.793599
11863,2406.01,CONFIRMED,3.0768585,2.8139253,17768.0237398,3163.0,0.1966,5.0701,8.806054,-3.372083
11864,2407.01,CANDIDATE,2.7029187,3.7942392,5132.6782834,3596.0,0.524573,4.71597,49.746545,-46.458025
11865,2408.01,CANDIDATE,9.4636148,5.45543,5050.0,4935.0,0.75,4.59823,18.24241,-32.966016
11866,241.01,CONFIRMED,1.3866519,12.9811619,14246.4665531,6286.0,1.07661,4.438,354.168696,-34.611304
11867,2410.01,CANDIDATE,0.7988525,4.00703,1700.0,4785.0,0.86,4.45252,19.626878,-0.056398
11868,2411.01,CONFIRMED,0.782765,1.7472713,519.1912192,4099.0,0.727642,4.52,20.922457,-8.701794
11869,2413.01,FALSE POSITIVE,13.4190392,12.4259675,4668.5368695,5184.9,1.69269,3.9254,332.188392,-18.992719
11870,2414.01,CONFIRMED,1.7771109,12.9084635,14073.5021163,5627.0,0.97906,4.45645,344.873588,-60.447819
11871,2415.01,CANDIDATE,0.5153007,12.4285567,40045.9779108,3558.0,0.617346,4.63662,340.976993,-53.428366
11872,2416.01,CANDIDATE,8.2754771,11.9515592,7303.1516744,5515.2,1.38931,4.24,57.338941,-60.787186
11873,2417.01,FALSE POSITIVE,4.83266,4.9031,830.0,5485.4,1.83,3.9,37.885227,-40.016204
11874,2418.01,FALSE POSITIVE,25.86696,7.41184,2240.0,5095.0,0.8,4.56,39.725259,-27.324227
11875,2419.01,CANDIDATE,18.9083552,4.6165845,1130.6037005,5924.0,1.3542,4.14,53.270375,-56.588436
11876,242.01,FALSE POSITIVE,6.340315,20.517917,25410.703288,6083.0,1.2666,4.28983,4.451423,-38.110855
11877,2420.01,CANDIDATE,5.84259,11.8252,2670.0,5707.0,2.2,3.76,14.826814,-19.771164
11878,2421.01,CANDIDATE,4.3474,10.753,3520.0,5618.0,1.79,3.93,33.154021,-35.390918
11879,2422.01,CANDIDATE,18.23603,10.0179,3090.0,6159.7,0.88,,24.884512,-7.394729
11880,2423.01,CANDIDATE,,14.2836,12640.0,6057.0,1.1,4.41,53.467245,-57.621295
11881,2424.01,FALSE POSITIVE,12.3750537,17.1909846,4155.6104825,6173.5,2.36235,3.76326,0.315071,-28.493223
11882,2425.01,CANDIDATE,50.6939885,8.48837,11200.0,5216.0,0.78,4.6039,19.130697,-0.290103
11883,2426.01,CANDIDATE,4.08165,2.38239,460.0,5716.0,1.02,4.42,43.811698,-20.78129
11884,2427.01,CONFIRMED,1.30613,1.99844,560.0,4072.0,0.68,4.58,52.291732,-31.362867
11885,2429.01,CANDIDATE,7.0846226,2.5663216,680.7020559,5517.8,0.842833,4.57,36.363902,1.057529
11886,243.01,CANDIDATE,3.437004,16.428855,15173.12559,6046.0,1.24876,4.29639,3.394115,-31.334403
11887,2430.01,CANDIDATE,1.10071,4.67495,680.0,6409.0,1.59,4.14,46.558777,-9.810051
11888,2431.01,CANDIDATE,0.224195,4.15961,520.0,4079.0,0.68,4.58,37.765299,8.381625
11889,2432.01,CANDIDATE,1.82738,8.96794,870.0,6130.5,2.89,3.58,45.112779,0.380842
11890,2433.01,CANDIDATE,,1.8103101,3377.1602587,3323.0,0.308919,4.91599,299.440244,56.971091
11891,2434.01,CANDIDATE,1.3808138,7.5531443,329.1752026,9431.0,3.83824,3.64947,345.155415,46.032536
11892,2435.01,CANDIDATE,,3.7761104,1840.1196782,5650.08,0.874994,4.55536,219.338411,56.666184
11893,2436.01,CANDIDATE,,2.4101533,367.8233419,6291.0,1.2336,4.34633,191.297899,72.123084
11894,2437.01,CANDIDATE,5.1660127,4.1062551,1263.5326305,5927.0,1.11457,4.37728,37.938574,-5.514987
11895,2438.01,FALSE POSITIVE,1.9426003,,504062.379922,5780.0,,4.438,68.226889,-32.88712
11896,2439.01,CANDIDATE,14.3614789,5.0510341,2859.7577713,5283.0,0.946146,4.438,54.028395,1.933815
11897,244.01,CANDIDATE,7.3971935,1.3122343,1016.2559473,3342.0,0.407103,4.438,10.569754,-36.717974
11898,2440.01,CANDIDATE,0.6461571,15.3572514,6290.6211389,5256.8,1.14951,4.27128,55.270024,-36.943731
11899,2441.01,CANDIDATE,12.8900768,2.9203571,3860.7500518,3478.0,0.46769,4.76582,91.410152,-51.679614
11900,2441.02,CANDIDATE,5.5514857,2.0319062,1282.3227899,3478.0,0.46769,4.76582,91.410152,-51.679614
11901,2442.01,FALSE POSITIVE,17.1217196,10.2267,131000.0,5762.0,1.0,4.44944,65.100654,-31.081604
11902,2443.01,CANDIDATE,15.6692322,2.6868893,1393.3814802,4214.44,0.732115,4.52845,40.179861,1.199676
11903,2444.01,CANDIDATE,1.6473887,15.7358835,32325.7685306,3556.0,0.594044,4.65625,42.263784,-16.55928
11904,2445.01,CONFIRMED,0.3711334,1.4062147,2322.6218151,3333.0,0.272233,4.95786,43.316155,0.052337
11905,2446.01,CANDIDATE,18.685862,4.2075538,1215.9529886,5926.0,0.987496,4.48242,50.942745,-31.265187
11906,2447.01,CANDIDATE,,10.2185,8735.0,5825.0,1.04,4.43,70.997586,-31.906637
11907,2448.01,FALSE POSITIVE,9.0182418,3.71188,380.0,9671.0,1.78,4.33,80.740227,-53.76459
11908,2448.02,CANDIDATE,19.7576219,3.78944,380.0,9671.0,1.78,4.33,80.740227,-53.76459
11909,2449.01,CANDIDATE,16.6542431,11.9082,10168.0,6054.0,1.08,4.43,67.984371,-34.455533
11910,245.01,CANDIDATE,8.7709212,5.54104,1376.0957129,6208.0,1.42,4.438,345.779176,-33.500473
11911,2450.01,CANDIDATE,17.8832414,6.4171164,6750.4878782,5426.0,0.776644,4.63305,77.952525,6.795745
11912,2451.01,FALSE POSITIVE,0.3438892,8.5611179,24850.3953805,3199.0,0.540483,4.70217,81.312676,-0.770748
11913,2452.01,FALSE POSITIVE,0.9776805,3.3784252,965.3175192,4456.2,1.09813,,93.098193,-50.930948
11914,2453.01,CANDIDATE,4.4414094,3.02052,2920.0,3609.0,0.5,4.73522,74.837485,12.936353
11915,2454.01,CANDIDATE,8.5063687,2.5051088,968.2734253,4431.2,0.82124,4.45,64.32265,-7.766009
11916,2455.01,CANDIDATE,4.7204905,10.7296,43270.0,3553.0,0.49,4.74625,64.243824,14.771562
11917,2456.01,CANDIDATE,,2.8398685,1219.8107094,4968.0,0.788051,4.55877,80.57987,10.575049
11918,2457.01,CANDIDATE,14.1993538,2.7591068,1859.1571503,4045.0,0.631569,4.63657,70.167322,-12.890726
11919,2458.01,CANDIDATE,3.7369689,2.3797323,310.4978088,6092.0,1.32975,4.25,79.621529,1.253439
11920,2459.01,CANDIDATE,19.1047019,2.9365337,1906.0596245,4195.0,0.675093,4.59888,82.143332,-39.373046
11921,246.01,CONFIRMED,7.8728937,15.0953,14639.4155321,5070.0,1.26,4.47933,24.167869,-50.659308
11922,2460.01,CANDIDATE,0.515461,6.5688522,1462.4242309,5994.0,1.03783,4.44879,79.528174,2.563675
11923,2461.01,CONFIRMED,6.1802675,13.2741,5370.0,6513.0,1.74,4.08,78.91982,16.278699
11924,2462.01,CANDIDATE,12.8643168,17.4453322,6907.9754982,5365.0,1.82733,4.41,77.314465,-5.557409
11925,2463.01,CANDIDATE,10.6079445,11.6613557,1233.9391066,6481.0,3.2125199,3.54495,88.090245,-48.09086
